Fecha_llegada,Fecha_registro,Proveedor,Insumo,Unidad,Cantidad_entrada,Costo_unitario,Vida_util_dias,Fecha_vencimiento,Ubicación,Lote_ID,Stock_actual_lote,Capacidad_utilizada_%,Estado_lote,Observaciones
2019-03-10,2019-03-10,Proveedor A,Carne de res,kg,103.97208464557751,8.587120205784819,34,2019-04-13,A1,L595-0009,103.97208464557751,,Abierto,
2019-03-11,2019-03-11,Proveedor A,Pollo entero,kg,84.03912427271044,8.349821781882154,22,2019-04-02,A2,L162-0017,84.03912427271044,,Abierto,
2019-03-11,2019-03-11,Proveedor A,Pescado blanco,kg,88.2909191627067,17.611618831661847,24,2019-04-04,D1,L189-0007,88.2909191627067,,Abierto,
2019-03-11,2019-03-11,Proveedor A,Limón,ml,113.06473382009955,12.311914020079335,27,2019-04-07,D2,L173-0003,113.06473382009955,,Abierto,
2019-03-16,2019-03-16,Proveedor A,Pollo entero,kg,117.99598672984304,7.74178916157513,34,2019-04-19,A2,L162-0018,117.99598672984304,,Abierto,
2019-03-17,2019-03-17,Proveedor A,Papa blanca,kg,111.75717543439859,8.166078002112286,21,2019-04-07,B2,L336-0009,111.75717543439859,,Abierto,
2019-03-19,2019-03-19,Proveedor A,Carne de res,kg,107.86780445746994,11.486916153901115,24,2019-04-12,A1,L595-0010,107.86780445746994,,Abierto,
2019-03-19,2019-03-19,Proveedor A,Papa amarilla,kg,114.28766628238355,21.4085364051804,28,2019-04-16,B1,L057-0009,114.28766628238355,,Abierto,
2019-03-21,2019-03-21,Proveedor A,Pollo entero,kg,84.44548589328049,17.96210069068247,37,2019-04-27,A2,L162-0019,84.44548589328049,,Abierto,
2019-03-22,2019-03-22,Proveedor A,Arroz,kg,109.88313068516115,9.374277778130784,21,2019-04-12,E1,L441-0008,109.88313068516115,,Abierto,
2019-03-23,2019-03-23,Proveedor A,Pescado blanco,kg,111.39078727299952,24.88830535117747,32,2019-04-24,D1,L189-0008,111.39078727299952,,Abierto,
2019-03-24,2019-03-24,Proveedor A,Ensalada,kg,92.59673778355582,6.932896685755045,23,2019-04-16,C2,L281-0006,92.59673778355582,,Abierto,
2019-03-26,2019-03-26,Proveedor A,Pollo entero,kg,87.90556882364521,8.610364567848471,25,2019-04-20,A2,L162-0020,87.90556882364521,,Abierto,
2019-03-27,2019-03-27,Proveedor A,Cebolla roja,kg,93.02739208255812,12.882720935652562,32,2019-04-28,C1,L875-0005,93.02739208255812,,Abierto,
2019-03-27,2019-03-27,Proveedor A,Fideos,kg,110.08514798174285,23.110776758578023,36,2019-05-02,E2,L174-0005,110.08514798174285,,Abierto,
2019-03-28,2019-03-28,Proveedor A,Carne de res,kg,97.67334819207818,8.267335167968405,23,2019-04-20,A1,L595-0011,97.67334819207818,,Abierto,
2019-03-28,2019-03-28,Proveedor A,Papa blanca,kg,87.7665147618433,14.4886978724147,20,2019-04-17,B2,L336-0010,87.7665147618433,,Abierto,
2019-03-29,2019-03-29,Proveedor A,Pollo entero,kg,111.90056181185943,18.55091610367552,30,2019-04-28,A2,L162-0021,111.90056181185943,,Abierto,
2019-03-31,2019-03-31,Proveedor A,Papa amarilla,kg,105.07873738114867,21.16789764608046,32,2019-05-02,B1,L057-0010,105.07873738114867,,Abierto,
2019-04-01,2019-04-01,Proveedor A,Pollo desmenuzado,kg,89.28898763605372,13.106507212939068,25,2019-04-26,A3,L701-0003,89.28898763605372,,Abierto,
2019-04-02,2019-04-02,Proveedor A,Queso fresco,kg,83.52608632546578,8.890700663369682,36,2019-05-08,C6,L298-0002,83.52608632546578,,Abierto,
2019-04-03,2019-04-03,Proveedor A,Pollo entero,kg,119.0311527419573,12.38272387618409,27,2019-04-30,A2,L162-0022,119.0311527419573,,Abierto,
2019-04-04,2019-04-04,Proveedor A,Papa blanca,kg,81.42360923225905,24.886606053714296,24,2019-04-28,B2,L336-0011,81.42360923225905,,Abierto,
2019-04-04,2019-04-04,Proveedor A,Pescado blanco,kg,93.64977799030882,13.88366813756733,33,2019-05-07,D1,L189-0009,93.64977799030882,,Abierto,
2019-04-04,2019-04-04,Proveedor A,Arroz,kg,81.50790899659411,21.161356342320452,26,2019-04-30,E1,L441-0009,81.50790899659411,,Abierto,
2019-04-06,2019-04-06,Proveedor A,Carne de res,kg,111.72514151852226,9.41017574273296,23,2019-04-29,A1,L595-0012,111.72514151852226,,Abierto,
2019-04-09,2019-04-09,Proveedor A,Pollo entero,kg,114.27857659104956,23.7742927074807,29,2019-05-08,A2,L162-0023,114.27857659104956,,Abierto,
2019-04-11,2019-04-11,Proveedor A,Ensalada,kg,87.79833085994522,15.098229025002786,35,2019-05-16,C2,L281-0007,87.79833085994522,,Abierto,
2019-04-13,2019-04-13,Proveedor A,Papa amarilla,kg,85.34782617597745,23.707889793355974,35,2019-05-18,B1,L057-0011,85.34782617597745,,Abierto,
2019-04-13,2019-04-13,Proveedor A,Papa blanca,kg,108.03233672006961,20.306325990507723,38,2019-05-21,B2,L336-0012,108.03233672006961,,Abierto,
2019-04-15,2019-04-15,Proveedor A,Pollo entero,kg,93.16922461365579,6.049634201994552,29,2019-05-14,A2,L162-0024,93.16922461365579,,Abierto,
2019-04-15,2019-04-15,Proveedor A,Arroz,kg,98.70882463884604,17.11793630358966,28,2019-05-13,E1,L441-0010,98.70882463884604,,Abierto,
2019-04-16,2019-04-16,Proveedor A,Pescado blanco,kg,117.78829526689927,11.6975658027397,31,2019-05-17,D1,L189-0010,117.78829526689927,,Abierto,
2019-04-17,2019-04-17,Proveedor A,Carne de res,kg,115.82905422060458,5.578886334867342,24,2019-05-11,A1,L595-0013,115.82905422060458,,Abierto,
2019-04-19,2019-04-19,Proveedor A,Cebolla roja,kg,119.71773863131628,20.554349781451013,24,2019-05-13,C1,L875-0006,119.71773863131628,,Abierto,
2019-04-21,2019-04-21,Proveedor A,Papa amarilla,kg,104.11571530421742,18.084409240580257,39,2019-05-30,B1,L057-0012,104.11571530421742,,Abierto,
2019-04-21,2019-04-21,Proveedor A,Pollo entero,kg,82.61107030265856,21.43678645505805,32,2019-05-23,A2,L162-0025,82.61107030265856,,Abierto,
2019-04-21,2019-04-21,Proveedor A,Fideos,kg,119.24179449017862,18.236214571488496,36,2019-05-27,E2,L174-0006,119.24179449017862,,Abierto,
2019-04-24,2019-04-24,Proveedor A,Papa blanca,kg,98.76238977560476,6.420748428066824,36,2019-05-30,B2,L336-0013,98.76238977560476,,Abierto,
2019-04-25,2019-04-25,Proveedor A,Pollo entero,kg,97.97098187826599,23.809943970260214,39,2019-06-03,A2,L162-0026,97.97098187826599,,Abierto,
2019-04-25,2019-04-25,Proveedor A,Huevo,kg,112.92014297787739,9.700625976238372,33,2019-05-28,C4,L212-0003,112.92014297787739,,Abierto,
2019-04-28,2019-04-28,Proveedor A,Carne de res,kg,96.2532892385507,23.531707664367623,34,2019-06-01,A1,L595-0014,96.2532892385507,,Abierto,
2019-04-28,2019-04-28,Proveedor A,Arroz,kg,89.93149918523383,24.76027924130843,27,2019-05-25,E1,L441-0011,89.93149918523383,,Abierto,
2019-04-30,2019-04-30,Proveedor A,Pollo entero,kg,80.02510066513824,24.26188261795605,38,2019-06-07,A2,L162-0027,80.02510066513824,,Abierto,
2019-04-30,2019-04-30,Proveedor A,Ensalada,kg,97.90011558798032,7.037835079431057,20,2019-05-20,C2,L281-0008,97.90011558798032,,Abierto,
2019-05-02,2019-05-02,Proveedor A,Pescado blanco,kg,113.48647856780103,22.30589118402049,32,2019-06-03,D1,L189-0011,113.48647856780103,,Abierto,
2019-05-04,2019-05-04,Proveedor A,Papa amarilla,kg,93.48849961625143,13.045208273670841,21,2019-05-25,B1,L057-0013,93.48849961625143,,Abierto,
2019-05-04,2019-05-04,Proveedor A,Pollo entero,kg,112.12682046530924,8.06825764778176,27,2019-05-31,A2,L162-0028,112.12682046530924,,Abierto,
2019-05-05,2019-05-05,Proveedor A,Papa blanca,kg,113.70152917594548,15.017532117791983,39,2019-06-13,B2,L336-0014,113.70152917594548,,Abierto,
2019-05-07,2019-05-07,Proveedor A,Carne de res,kg,97.87134706032846,13.950004956208566,39,2019-06-15,A1,L595-0015,97.87134706032846,,Abierto,
2019-05-07,2019-05-07,Proveedor A,Limón,ml,93.53471463700863,23.710460455177145,38,2019-06-14,D2,L173-0004,93.53471463700863,,Abierto,
2019-05-11,2019-05-11,Proveedor A,Pollo entero,kg,93.36418608346253,15.436617506103786,31,2019-06-11,A2,L162-0029,93.36418608346253,,Abierto,
2019-05-11,2019-05-11,Proveedor A,Espinaca,kg,83.1403947381444,22.625161355260232,21,2019-06-01,C5,L746-0003,83.1403947381444,,Abierto,
2019-05-12,2019-05-12,Proveedor A,Arroz,kg,92.22808543241955,15.49001148437953,33,2019-06-14,E1,L441-0012,92.22808543241955,,Abierto,
2019-05-15,2019-05-15,Proveedor A,Papa amarilla,kg,107.16686798151972,6.481498144208954,39,2019-06-23,B1,L057-0014,107.16686798151972,,Abierto,
2019-05-15,2019-05-15,Proveedor A,Pollo entero,kg,80.05713372316707,13.991667058405246,36,2019-06-20,A2,L162-0030,80.05713372316707,,Abierto,
2019-05-15,2019-05-15,Proveedor A,Pescado blanco,kg,118.90089982534647,15.880599305891511,31,2019-06-15,D1,L189-0012,118.90089982534647,,Abierto,
2019-05-17,2019-05-17,Proveedor A,Carne de res,kg,116.58997314910641,8.339003580689383,22,2019-06-08,A1,L595-0016,116.58997314910641,,Abierto,
2019-05-18,2019-05-18,Proveedor A,Papa blanca,kg,101.17562485390134,14.631782804387253,33,2019-06-20,B2,L336-0015,101.17562485390134,,Abierto,
2019-05-20,2019-05-20,Proveedor A,Cebolla roja,kg,106.68147428501416,23.23153774526105,26,2019-06-15,C1,L875-0007,106.68147428501416,,Abierto,
2019-05-20,2019-05-20,Proveedor A,Pollo entero,kg,110.67073425353342,12.012853829142937,27,2019-06-16,A2,L162-0031,110.67073425353342,,Abierto,
2019-05-21,2019-05-21,Proveedor A,Ensalada,kg,112.1062497660888,9.93930824934125,37,2019-06-27,C2,L281-0009,112.1062497660888,,Abierto,
2019-05-22,2019-05-22,Proveedor A,Fideos,kg,91.12574561795643,11.490132983378947,38,2019-06-29,E2,L174-0007,91.12574561795643,,Abierto,
2019-05-25,2019-05-25,Proveedor A,Pollo desmenuzado,kg,83.18615710481691,5.971254465913233,28,2019-06-22,A3,L701-0004,83.18615710481691,,Abierto,
2019-05-26,2019-05-26,Proveedor A,Arroz,kg,82.6562141384199,24.786990280840783,20,2019-06-15,E1,L441-0013,82.6562141384199,,Abierto,
2019-05-27,2019-05-27,Proveedor A,Papa amarilla,kg,99.57290989900486,15.251524318484233,25,2019-06-21,B1,L057-0015,99.57290989900486,,Abierto,
2019-05-27,2019-05-27,Proveedor A,Pollo entero,kg,105.83037169045224,5.270345433994401,23,2019-06-19,A2,L162-0032,105.83037169045224,,Abierto,
2019-05-28,2019-05-28,Proveedor A,Carne de res,kg,80.98789190744445,21.205182610345737,30,2019-06-27,A1,L595-0017,80.98789190744445,,Abierto,
2019-05-30,2019-05-30,Proveedor A,Papa blanca,kg,117.3331767646539,22.174847930266154,33,2019-07-02,B2,L336-0016,117.3331767646539,,Abierto,
2019-06-01,2019-06-01,Proveedor A,Pescado blanco,kg,115.4776844353147,21.208731712312506,27,2019-06-28,D1,L189-0013,115.4776844353147,,Abierto,
2019-06-02,2019-06-02,Proveedor A,Pollo entero,kg,104.9325773503623,6.126665555984796,20,2019-06-22,A2,L162-0033,104.9325773503623,,Abierto,
2019-06-05,2019-06-05,Proveedor A,Carne de res,kg,81.23298474797481,22.584086751707652,20,2019-06-25,A1,L595-0018,81.23298474797481,,Abierto,
2019-06-06,2019-06-06,Proveedor A,Arroz,kg,105.8303671175213,10.001649378278836,36,2019-07-12,E1,L441-0014,105.8303671175213,,Abierto,
2019-06-07,2019-06-07,Proveedor A,Pollo entero,kg,84.18642535631585,21.452958543877788,24,2019-07-01,A2,L162-0034,84.18642535631585,,Abierto,
2019-06-08,2019-06-08,Proveedor A,Papa amarilla,kg,112.87205837016802,20.385011184831733,31,2019-07-09,B1,L057-0016,112.87205837016802,,Abierto,
2019-06-11,2019-06-11,Proveedor A,Pollo entero,kg,104.38114039016254,16.70389570785708,27,2019-07-08,A2,L162-0035,104.38114039016254,,Abierto,
2019-06-11,2019-06-11,Proveedor A,Papa blanca,kg,92.55128573222915,7.836887952339704,24,2019-07-05,B2,L336-0017,92.55128573222915,,Abierto,
2019-06-13,2019-06-13,Proveedor A,Carne de res,kg,106.03465581016563,8.977834058760347,24,2019-07-07,A1,L595-0019,106.03465581016563,,Abierto,
2019-06-15,2019-06-15,Proveedor A,Ensalada,kg,82.78583470993063,16.778720451250955,30,2019-07-15,C2,L281-0010,82.78583470993063,,Abierto,
2019-06-15,2019-06-15,Proveedor A,Fideos,kg,82.83664765754278,8.787217515837256,35,2019-07-20,E2,L174-0008,82.83664765754278,,Abierto,
2019-06-16,2019-06-16,Proveedor A,Pescado blanco,kg,116.1239002819724,22.284612045231142,29,2019-07-15,D1,L189-0014,116.1239002819724,,Abierto,
2019-06-17,2019-06-17,Proveedor A,Pollo entero,kg,103.22948559189408,12.762661620044986,23,2019-07-10,A2,L162-0036,103.22948559189408,,Abierto,
2019-06-17,2019-06-17,Proveedor A,Cebolla roja,kg,99.66056903327306,24.510546580418037,26,2019-07-13,C1,L875-0008,99.66056903327306,,Abierto,
2019-06-20,2019-06-20,Proveedor A,Arroz,kg,100.54533535714604,21.060910493517596,27,2019-07-17,E1,L441-0015,100.54533535714604,,Abierto,
2019-06-21,2019-06-21,Proveedor A,Papa amarilla,kg,119.9726507275885,10.360230010391946,26,2019-07-17,B1,L057-0017,119.9726507275885,,Abierto,
2019-06-21,2019-06-21,Proveedor A,Papa blanca,kg,80.74586345659131,21.092833946693545,22,2019-07-13,B2,L336-0018,80.74586345659131,,Abierto,
2019-06-22,2019-06-22,Proveedor A,Pollo entero,kg,112.01456753821381,14.14047904385251,32,2019-07-24,A2,L162-0037,112.01456753821381,,Abierto,
2019-06-23,2019-06-23,Proveedor A,Carne de res,kg,104.24866568883064,11.738438261534911,31,2019-07-24,A1,L595-0020,104.24866568883064,,Abierto,
2019-06-23,2019-06-23,Proveedor A,Limón,ml,96.62717180651475,14.189915497288201,26,2019-07-19,D2,L173-0005,96.62717180651475,,Abierto,
2019-06-27,2019-06-27,Proveedor A,Pollo entero,kg,83.98655688307103,10.44934368066192,36,2019-08-02,A2,L162-0038,83.98655688307103,,Abierto,
2019-06-28,2019-06-28,Proveedor A,Papa blanca,kg,98.49445788990957,12.801321314952565,37,2019-08-04,B2,L336-0019,98.49445788990957,,Abierto,
2019-06-29,2019-06-29,Proveedor A,Pescado blanco,kg,116.5431204561078,15.50720963638996,34,2019-08-02,D1,L189-0015,116.5431204561078,,Abierto,
2019-06-30,2019-06-30,Proveedor A,Ensalada,kg,100.69730239251852,13.647119842935293,39,2019-08-08,C2,L281-0011,100.69730239251852,,Abierto,
2019-07-01,2019-07-01,Proveedor A,Pollo entero,kg,84.7929903483707,14.02178574933663,38,2019-08-08,A2,L162-0039,84.7929903483707,,Abierto,
2019-07-02,2019-07-02,Proveedor A,Carne de res,kg,103.46926109559007,20.918262848403128,29,2019-07-31,A1,L595-0021,103.46926109559007,,Abierto,
2019-07-03,2019-07-03,Proveedor A,Arroz,kg,115.07370127527031,7.521108627214068,37,2019-08-09,E1,L441-0016,115.07370127527031,,Abierto,
2019-07-04,2019-07-04,Proveedor A,Papa amarilla,kg,117.11736804948086,14.081931867550733,34,2019-08-07,B1,L057-0018,117.11736804948086,,Abierto,
2019-07-05,2019-07-05,Proveedor A,Fideos,kg,100.2066284609093,19.960694786831773,22,2019-07-27,E2,L174-0009,100.2066284609093,,Abierto,
2019-07-06,2019-07-06,Proveedor A,Pollo entero,kg,107.82710652861356,20.315685854314488,28,2019-08-03,A2,L162-0040,107.82710652861356,,Abierto,
2019-07-09,2019-07-09,Proveedor A,Papa blanca,kg,91.29588440423308,21.706129217169003,26,2019-08-04,B2,L336-0020,91.29588440423308,,Abierto,
2019-07-11,2019-07-11,Proveedor A,Pollo desmenuzado,kg,94.097437661063,19.260336714675578,23,2019-08-03,A3,L701-0005,94.097437661063,,Abierto,
2019-07-13,2019-07-13,Proveedor A,Carne de res,kg,101.23002409552569,16.796687888795113,24,2019-08-06,A1,L595-0022,101.23002409552569,,Abierto,
2019-07-13,2019-07-13,Proveedor A,Cebolla roja,kg,89.97181400018445,9.497735604510636,30,2019-08-12,C1,L875-0009,89.97181400018445,,Abierto,
2019-07-13,2019-07-13,Proveedor A,Pollo entero,kg,117.22650015868523,10.408923709428528,28,2019-08-10,A2,L162-0041,117.22650015868523,,Abierto,
2019-07-13,2019-07-13,Proveedor A,Huevo,kg,95.92597974091626,16.599356404062856,38,2019-08-20,C4,L212-0004,95.92597974091626,,Abierto,
2019-07-15,2019-07-15,Proveedor A,Pescado blanco,kg,105.60121553406722,23.785204578230477,20,2019-08-04,D1,L189-0016,105.60121553406722,,Abierto,
2019-07-19,2019-07-19,Proveedor A,Pollo entero,kg,110.26819640445879,18.338107733684204,24,2019-08-12,A2,L162-0042,110.26819640445879,,Abierto,
2019-07-19,2019-07-19,Proveedor A,Papa blanca,kg,102.82758646307391,14.68532396219451,30,2019-08-18,B2,L336-0021,102.82758646307391,,Abierto,
2019-07-20,2019-07-20,Proveedor A,Papa amarilla,kg,110.04588975805764,23.667509982839373,26,2019-08-15,B1,L057-0019,110.04588975805764,,Abierto,
2019-07-20,2019-07-20,Proveedor A,Arroz,kg,80.32892525555566,19.72164288674171,23,2019-08-12,E1,L441-0017,80.32892525555566,,Abierto,
2019-07-21,2019-07-21,Proveedor A,Espinaca,kg,93.92053415053972,19.379849507961218,35,2019-08-25,C5,L746-0004,93.92053415053972,,Abierto,
