id_reg,fecha,id_insumo,id_lote,unidad,id_almacen,id_ubicacion,stock_utilizable,stock_vencido,stock_total,stock_minimo,Alerta_stock_mínimo,Capacidad_total_kg,Capacidad_usada_%,fecha_vencimiento,capacidad_kg,espacio_usado_kg
43,2023-01-09,110,COMPRA-20230101-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-07-11,,
44,2023-01-09,102,COMPRA-20230102-102,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-02-14,,
45,2023-01-09,110,COMPRA-20230102-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-08-21,,
46,2023-01-09,102,COMPRA-20230104-102,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-06-10,,
47,2023-01-09,111,COMPRA-20230106-111,unid,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-04-03,,
48,2023-01-09,104,COMPRA-20230107-104,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-02-17,,
49,2023-01-09,101,COMPRA-20230107-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-04-01,,
50,2023-01-09,110,COMPRA-20230107-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-05-04,,
51,2023-01-10,110,COMPRA-20230102-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-03-24,,
52,2023-01-10,102,COMPRA-20230102-102,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-07-13,,
53,2023-01-10,104,COMPRA-20230104-104,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-06-14,,
54,2023-01-10,111,COMPRA-20230104-111,unid,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-09-29,,
55,2023-01-10,101,COMPRA-20230105-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-07-22,,
56,2023-01-10,111,COMPRA-20230105-111,unid,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-05-01,,
57,2023-01-10,104,COMPRA-20230106-104,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-04-26,,
58,2023-01-10,101,COMPRA-20230106-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-07-05,,
59,2023-01-10,110,COMPRA-20230108-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-10-01,,
60,2023-01-10,110,COMPRA-20230108-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-09-09,,
61,2023-01-10,101,COMPRA-20230108-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-12-30,,
62,2023-01-11,102,COMPRA-20230103-102,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-04-08,,
63,2023-01-11,102,COMPRA-20230103-102,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-07-12,,
64,2023-01-11,110,COMPRA-20230103-110,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-09-28,,
65,2023-01-11,107,COMPRA-20230105-107,kg,1,4,0.0,0.0,0.0,0,False,300.0,23.880198464921587,2023-11-08,,
66,2023-01-11,101,COMPRA-20230105-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-06-26,,
67,2023-01-11,101,COMPRA-20230107-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-08-20,,
68,2023-01-11,111,COMPRA-20230109-111,unid,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-12-31,,
69,2023-01-11,101,COMPRA-20230109-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-02-15,,
70,2023-01-12,110,COMPRA-20230104-110,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-05-05,,
71,2023-01-12,101,COMPRA-20230106-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-09-09,,
72,2023-01-12,107,COMPRA-20230106-107,kg,1,4,0.0,0.0,0.0,0,False,300.0,23.880198464921587,2023-11-30,,
73,2023-01-12,101,COMPRA-20230108-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-09-29,,
74,2023-01-12,105,COMPRA-20230110-105,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-09-16,,
75,2023-01-12,101,COMPRA-20230110-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-07-06,,
76,2023-01-12,102,COMPRA-20230110-102,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-02-13,,
77,2023-01-13,104,COMPRA-20230105-104,kg,1,4,0.0,0.0,0.0,0,False,300.0,23.880198464921587,2023-03-13,,
78,2023-01-13,110,COMPRA-20230105-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-12-08,,
79,2023-01-13,101,COMPRA-20230105-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-06-18,,
80,2023-01-13,102,COMPRA-20230105-102,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-06-04,,
81,2023-01-13,102,COMPRA-20230107-102,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-07-26,,
82,2023-01-13,101,COMPRA-20230107-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-10-27,,
83,2023-01-13,102,COMPRA-20230108-102,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-06-22,,
84,2023-01-13,107,COMPRA-20230108-107,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-09-01,,
85,2023-01-13,111,COMPRA-20230108-111,unid,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-08-04,,
86,2023-01-13,105,COMPRA-20230110-105,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-12-04,,
87,2023-01-13,102,COMPRA-20230111-102,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-10-19,,
88,2023-01-13,101,COMPRA-20230111-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-10-13,,
89,2023-01-13,102,COMPRA-20230111-102,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-06-25,,
90,2023-01-14,102,COMPRA-20230106-102,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-04-11,,
91,2023-01-14,107,COMPRA-20230106-107,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-11-30,,
92,2023-01-14,102,COMPRA-20230106-102,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-08-28,,
93,2023-01-14,107,COMPRA-20230107-107,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-12-30,,
94,2023-01-14,107,COMPRA-20230107-107,kg,1,4,0.0,0.0,0.0,0,False,300.0,23.880198464921587,2023-07-11,,
95,2023-01-14,107,COMPRA-20230108-107,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-11-11,,
96,2023-01-14,101,COMPRA-20230109-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-02-28,,
97,2023-01-14,105,COMPRA-20230111-105,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-06-21,,
98,2023-01-14,104,COMPRA-20230112-104,kg,1,4,0.0,0.0,0.0,0,False,300.0,23.880198464921587,2023-07-25,,
99,2023-01-14,110,COMPRA-20230112-110,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-10-19,,
100,2023-01-14,101,COMPRA-20230112-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-11-26,,
101,2023-01-14,102,COMPRA-20230112-102,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-11-18,,
102,2023-01-15,110,COMPRA-20230107-110,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-06-09,,
103,2023-01-15,110,COMPRA-20230107-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-07-23,,
104,2023-01-15,102,COMPRA-20230107-102,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-03-09,,
105,2023-01-15,110,COMPRA-20230107-110,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-11-07,,
106,2023-01-15,101,COMPRA-20230108-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-09-11,,
107,2023-01-15,104,COMPRA-20230108-104,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-05-21,,
108,2023-01-15,110,COMPRA-20230108-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-12-12,,
109,2023-01-15,110,COMPRA-20230108-110,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-11-24,,
110,2023-01-15,104,COMPRA-20230109-104,kg,1,4,0.0,0.0,0.0,0,False,300.0,23.880198464921587,2023-04-24,,
111,2023-01-15,101,COMPRA-20230110-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-08-28,,
112,2023-01-15,111,COMPRA-20230110-111,unid,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-06-13,,
113,2023-01-15,101,COMPRA-20230110-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-06-25,,
114,2023-01-15,111,COMPRA-20230111-111,unid,1,4,0.0,0.0,0.0,0,False,300.0,23.880198464921587,2023-06-04,,
115,2023-01-15,105,COMPRA-20230112-105,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-07-29,,
116,2023-01-15,110,COMPRA-20230113-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-08-08,,
117,2023-01-15,110,COMPRA-20230113-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-10-13,,
118,2023-01-15,110,COMPRA-20230113-110,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-02-23,,
119,2023-01-16,102,COMPRA-20230108-102,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-10-28,,
120,2023-01-16,107,COMPRA-20230109-107,kg,1,4,0.0,0.0,0.0,0,False,300.0,23.880198464921587,2023-11-21,,
121,2023-01-16,107,COMPRA-20230109-107,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-04-19,,
122,2023-01-16,107,COMPRA-20230110-107,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-11-08,,
123,2023-01-16,101,COMPRA-20230112-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-04-10,,
124,2023-01-16,111,COMPRA-20230112-111,unid,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-06-23,,
125,2023-01-16,110,COMPRA-20230114-110,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-10-27,,
126,2023-01-16,111,COMPRA-20230114-111,unid,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-11-20,,
127,2023-01-16,110,COMPRA-20230114-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-06-16,,
128,2023-01-16,101,COMPRA-20230114-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-10-05,,
129,2023-01-16,110,COMPRA-20230114-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-09-29,,
130,2023-01-17,102,COMPRA-20230109-102,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-05-07,,
131,2023-01-17,101,COMPRA-20230109-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-07-18,,
132,2023-01-17,107,COMPRA-20230110-107,kg,1,4,0.0,0.0,0.0,0,False,300.0,23.880198464921587,2023-06-26,,
133,2023-01-17,101,COMPRA-20230111-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-04-25,,
134,2023-01-17,102,COMPRA-20230112-102,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-10-23,,
135,2023-01-17,111,COMPRA-20230113-111,unid,1,4,0.0,0.0,0.0,0,False,300.0,23.880198464921587,2023-07-22,,
136,2023-01-17,102,COMPRA-20230115-102,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-06-14,,
137,2023-01-17,112,COMPRA-20230115-112,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-08-01,,
138,2023-01-18,102,COMPRA-20230110-102,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-12-15,,
139,2023-01-18,107,COMPRA-20230111-107,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-09-08,,
140,2023-01-18,110,COMPRA-20230111-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-05-11,,
141,2023-01-18,101,COMPRA-20230111-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-10-05,,
142,2023-01-18,107,COMPRA-20230112-107,kg,1,4,0.0,0.0,0.0,0,False,300.0,23.880198464921587,2023-02-27,,
143,2023-01-18,101,COMPRA-20230112-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-11-21,,
144,2023-01-18,105,COMPRA-20230115-105,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-05-01,,
145,2023-01-18,111,COMPRA-20230115-111,unid,1,4,0.0,0.0,0.0,0,False,300.0,23.880198464921587,2023-05-21,,
146,2023-01-18,105,COMPRA-20230115-105,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-05-15,,
147,2023-01-18,112,COMPRA-20230116-112,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-06-27,,
148,2023-01-19,105,COMPRA-20230111-105,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-08-21,,
149,2023-01-19,107,COMPRA-20230111-107,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-08-13,,
150,2023-01-19,110,COMPRA-20230112-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-08-20,,
151,2023-01-19,110,COMPRA-20230112-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-05-26,,
152,2023-01-19,104,COMPRA-20230113-104,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-03-17,,
153,2023-01-19,107,COMPRA-20230113-107,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2024-01-02,,
154,2023-01-19,101,COMPRA-20230114-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-06-01,,
155,2023-01-19,105,COMPRA-20230114-105,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-12-22,,
156,2023-01-19,112,COMPRA-20230115-112,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-03-23,,
157,2023-01-19,101,COMPRA-20230115-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-10-21,,
158,2023-01-19,105,COMPRA-20230116-105,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-07-04,,
159,2023-01-19,102,COMPRA-20230117-102,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-05-02,,
160,2023-01-20,105,COMPRA-20230112-105,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-10-01,,
161,2023-01-20,107,COMPRA-20230112-107,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-07-09,,
162,2023-01-20,110,COMPRA-20230112-110,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-03-26,,
163,2023-01-20,105,COMPRA-20230113-105,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2024-01-02,,
164,2023-01-20,107,COMPRA-20230113-107,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-07-16,,
165,2023-01-20,101,COMPRA-20230113-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-08-07,,
166,2023-01-20,101,COMPRA-20230113-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-11-21,,
167,2023-01-20,105,COMPRA-20230113-105,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-11-26,,
168,2023-01-20,113,COMPRA-20230114-113,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-12-27,,
169,2023-01-20,107,COMPRA-20230115-107,kg,1,4,0.0,0.0,0.0,0,False,300.0,23.880198464921587,2023-08-24,,
170,2023-01-20,107,COMPRA-20230115-107,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-08-16,,
171,2023-01-20,112,COMPRA-20230116-112,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-02-25,,
172,2023-01-20,112,COMPRA-20230116-112,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-07-30,,
173,2023-01-20,101,COMPRA-20230116-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-09-28,,
174,2023-01-20,105,COMPRA-20230117-105,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-09-17,,
175,2023-01-20,113,COMPRA-20230118-113,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-10-24,,
176,2023-01-20,112,COMPRA-20230118-112,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-05-05,,
177,2023-01-20,101,COMPRA-20230118-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-11-20,,
178,2023-01-21,101,COMPRA-20230113-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-04-04,,
179,2023-01-21,110,COMPRA-20230113-110,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-06-04,,
180,2023-01-21,104,COMPRA-20230114-104,kg,1,4,0.0,0.0,0.0,0,False,300.0,23.880198464921587,2024-01-04,,
181,2023-01-21,110,COMPRA-20230114-110,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-06-25,,
182,2023-01-21,113,COMPRA-20230116-113,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-10-07,,
183,2023-01-21,112,COMPRA-20230117-112,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2024-01-07,,
184,2023-01-21,112,COMPRA-20230117-112,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-05-12,,
185,2023-01-21,112,COMPRA-20230119-112,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-06-29,,
186,2023-01-22,105,COMPRA-20230114-105,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-02-27,,
187,2023-01-22,101,COMPRA-20230114-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-12-19,,
188,2023-01-22,107,COMPRA-20230116-107,kg,1,4,0.0,0.0,0.0,0,False,300.0,23.880198464921587,2023-05-06,,
189,2023-01-22,112,COMPRA-20230118-112,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-07-27,,
190,2023-01-22,101,COMPRA-20230118-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-07-16,,
191,2023-01-22,112,COMPRA-20230118-112,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-06-22,,
192,2023-01-23,101,COMPRA-20230115-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-10-18,,
193,2023-01-23,113,COMPRA-20230115-113,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-10-29,,
194,2023-01-23,101,COMPRA-20230115-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-04-20,,
195,2023-01-23,105,COMPRA-20230116-105,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-10-22,,
196,2023-01-23,107,COMPRA-20230117-107,kg,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-12-24,,
197,2023-01-23,111,COMPRA-20230117-111,unid,1,3,0.0,0.0,0.0,0,False,300.0,21.10850144347686,2023-11-04,,
198,2023-01-23,113,COMPRA-20230117-113,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-02-24,,
199,2023-01-23,101,COMPRA-20230117-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-10-17,,
200,2023-01-23,117,COMPRA-20230117-117,L,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-06-01,,
201,2023-01-23,101,COMPRA-20230118-101,kg,1,2,0.0,0.0,0.0,0,False,1600.0,5.061075888543579,2023-11-20,,
202,2023-01-23,101,COMPRA-20230119-101,kg,1,1,0.0,0.0,0.0,0,False,600.0,34.52504157137261,2023-04-23,,
