id_mov,fecha,tipo_mov,id_insumo,unidad,cantidad,id_lote,id_almacen,id_ubicacion,destino_origen,Responsable,Observaciones
63,2023-01-01,Consumo,115,kg,3.03,INIT-15,1,4,Produccion,Sistema,Consumo FIFO para producción
64,2023-01-01,Consumo,117,L,1.01,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
65,2023-01-01,Consumo,112,kg,16.38,INIT-12,1,1,Produccion,Sistema,Consumo FIFO para producción
66,2023-01-01,Consumo,109,kg,2.73,INIT-9,1,1,Produccion,Sistema,Consumo FIFO para producción
67,2023-01-01,Consumo,119,L,4.55,INIT-19,1,4,Produccion,Sistema,Consumo FIFO para producción
68,2023-01-01,Consumo,110,kg,16.38,INIT-10,1,1,Produccion,Sistema,Consumo FIFO para producción
69,2023-01-01,Consumo,101,kg,12.96,INIT-1,1,1,Produccion,Sistema,Consumo FIFO para producción
70,2023-01-01,Consumo,117,L,1.2149999999999999,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
71,2023-01-01,Consumo,109,kg,1.62,INIT-9,1,1,Produccion,Sistema,Consumo FIFO para producción
72,2023-01-01,Consumo,101,kg,7.4,INIT-1,1,1,Produccion,Sistema,Consumo FIFO para producción
73,2023-01-01,Consumo,110,kg,7.4,INIT-10,1,1,Produccion,Sistema,Consumo FIFO para producción
74,2023-01-01,Consumo,116,kg,0.37,INIT-16,1,1,Produccion,Sistema,Consumo FIFO para producción
75,2023-01-01,Consumo,102,kg,13.42,INIT-2,1,2,Produccion,Sistema,Consumo FIFO para producción
76,2023-01-01,Consumo,115,kg,1.22,INIT-15,1,4,Produccion,Sistema,Consumo FIFO para producción
77,2023-01-01,Consumo,120,kg,4.2700000000000005,INIT-20,1,2,Produccion,Sistema,Consumo FIFO para producción
78,2023-01-01,Consumo,117,L,0.61,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
79,2023-01-01,Consumo,105,kg,7.7,INIT-5,1,2,Produccion,Sistema,Consumo FIFO para producción
80,2023-01-01,Consumo,115,kg,1.05,INIT-15,1,4,Produccion,Sistema,Consumo FIFO para producción
81,2023-01-01,Consumo,109,kg,0.7000000000000001,INIT-9,1,1,Produccion,Sistema,Consumo FIFO para producción
82,2023-01-01,Consumo,107,kg,6.4799999999999995,INIT-7,1,4,Produccion,Sistema,Consumo FIFO para producción
83,2023-01-01,Consumo,121,kg,0.72,INIT-21,1,2,Produccion,Sistema,Consumo FIFO para producción
84,2023-01-01,Consumo,117,L,0.72,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
85,2023-01-01,Consumo,110,kg,0.12,INIT-10,1,1,Produccion,Sistema,Consumo FIFO para producción
86,2023-01-01,Consumo,112,kg,0.04,INIT-12,1,1,Produccion,Sistema,Consumo FIFO para producción
87,2023-01-01,Consumo,122,kg,0.02,INIT-22,1,2,Produccion,Sistema,Consumo FIFO para producción
88,2023-01-02,Merma,101,kg,0.025107527296000003,INIT-1,1,1,Almacén,Sistema,Merma diaria por almacenamiento
89,2023-01-02,Merma,102,kg,0.008352803839999999,INIT-2,1,2,Almacén,Sistema,Merma diaria por almacenamiento
90,2023-01-02,Merma,103,kg,0.052162249152000004,INIT-3,1,1,Almacén,Sistema,Merma diaria por almacenamiento
91,2023-01-02,Merma,104,kg,0.026597448511999994,INIT-4,1,3,Almacén,Sistema,Merma diaria por almacenamiento
92,2023-01-02,Merma,105,kg,0.058779852032000014,INIT-5,1,2,Almacén,Sistema,Merma diaria por almacenamiento
93,2023-01-02,Merma,106,kg,0.039323207359999994,INIT-6,1,2,Almacén,Sistema,Merma diaria por almacenamiento
94,2023-01-02,Merma,107,kg,0.040484488704,INIT-7,1,4,Almacén,Sistema,Merma diaria por almacenamiento
95,2023-01-02,Merma,108,kg,0.031552485504,INIT-8,1,2,Almacén,Sistema,Merma diaria por almacenamiento
96,2023-01-02,Merma,109,kg,0.07471857228800001,INIT-9,1,1,Almacén,Sistema,Merma diaria por almacenamiento
97,2023-01-02,Merma,110,kg,2.3043391999999277e-05,INIT-10,1,1,Almacén,Sistema,Merma diaria por almacenamiento
98,2023-01-02,Merma,111,unid,0.0003625674879999963,INIT-11,1,4,Almacén,Sistema,Merma diaria por almacenamiento
99,2023-01-02,Merma,112,kg,0.04860160928,INIT-12,1,1,Almacén,Sistema,Merma diaria por almacenamiento
100,2023-01-02,Merma,113,kg,0.069058252352,INIT-13,1,1,Almacén,Sistema,Merma diaria por almacenamiento
101,2023-01-02,Merma,114,kg,0.064722250752,INIT-14,1,2,Almacén,Sistema,Merma diaria por almacenamiento
102,2023-01-02,Merma,115,kg,0.022260483904,INIT-15,1,4,Almacén,Sistema,Merma diaria por almacenamiento
103,2023-01-02,Merma,116,kg,0.030742725056000002,INIT-16,1,1,Almacén,Sistema,Merma diaria por almacenamiento
104,2023-01-02,Merma,117,L,0.02875912537599999,INIT-17,1,2,Almacén,Sistema,Merma diaria por almacenamiento
105,2023-01-02,Merma,118,L,0.075139852032,INIT-18,1,1,Almacén,Sistema,Merma diaria por almacenamiento
106,2023-01-02,Merma,119,L,0.028156004800000002,INIT-19,1,4,Almacén,Sistema,Merma diaria por almacenamiento
107,2023-01-02,Merma,120,kg,0.046653287744,INIT-20,1,2,Almacén,Sistema,Merma diaria por almacenamiento
108,2023-01-02,Merma,121,kg,0.064859850432,INIT-21,1,2,Almacén,Sistema,Merma diaria por almacenamiento
109,2023-01-02,Merma,122,kg,0.05754592921599999,INIT-22,1,2,Almacén,Sistema,Merma diaria por almacenamiento
110,2023-01-02,Consumo,101,kg,19.62,INIT-1,1,1,Produccion,Sistema,Consumo FIFO para producción
111,2023-01-02,Consumo,102,kg,16.349999999999998,INIT-2,1,2,Produccion,Sistema,Consumo FIFO para producción
112,2023-01-02,Consumo,103,kg,4.36,INIT-3,1,1,Produccion,Sistema,Consumo FIFO para producción
113,2023-01-02,Consumo,116,kg,1.09,INIT-16,1,1,Produccion,Sistema,Consumo FIFO para producción
114,2023-01-02,Consumo,117,L,2.18,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
115,2023-01-02,Consumo,104,kg,43.6,INIT-4,1,3,Produccion,Sistema,Consumo FIFO para producción
116,2023-01-02,Consumo,105,kg,21.8,INIT-5,1,2,Produccion,Sistema,Consumo FIFO para producción
117,2023-01-02,Consumo,106,kg,10.9,INIT-6,1,2,Produccion,Sistema,Consumo FIFO para producción
118,2023-01-02,Consumo,117,L,2.18,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
119,2023-01-02,Consumo,107,kg,18.0,INIT-7,1,4,Produccion,Sistema,Consumo FIFO para producción
120,2023-01-02,Consumo,108,kg,4.5,INIT-8,1,2,Produccion,Sistema,Consumo FIFO para producción
121,2023-01-02,Consumo,103,kg,3.6,INIT-3,1,1,Produccion,Sistema,Consumo FIFO para producción
122,2023-01-02,Consumo,113,kg,13.0,INIT-13,1,1,Produccion,Sistema,Consumo FIFO para producción
123,2023-01-02,Consumo,114,kg,3.9,INIT-14,1,2,Produccion,Sistema,Consumo FIFO para producción
124,2023-01-02,Consumo,115,kg,1.95,INIT-15,1,4,Produccion,Sistema,Consumo FIFO para producción
125,2023-01-02,Consumo,117,L,0.65,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
126,2023-01-02,Consumo,101,kg,8.64,INIT-1,1,1,Produccion,Sistema,Consumo FIFO para producción
127,2023-01-02,Consumo,117,L,0.8099999999999999,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
128,2023-01-02,Consumo,109,kg,1.08,INIT-9,1,1,Produccion,Sistema,Consumo FIFO para producción
129,2023-01-02,Consumo,102,kg,4.4,INIT-2,1,2,Produccion,Sistema,Consumo FIFO para producción
130,2023-01-02,Consumo,115,kg,0.4,INIT-15,1,4,Produccion,Sistema,Consumo FIFO para producción
131,2023-01-02,Consumo,120,kg,1.4000000000000001,INIT-20,1,2,Produccion,Sistema,Consumo FIFO para producción
132,2023-01-02,Consumo,117,L,0.2,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
133,2023-01-02,Consumo,105,kg,5.28,INIT-5,1,2,Produccion,Sistema,Consumo FIFO para producción
134,2023-01-02,Consumo,115,kg,0.72,INIT-15,1,4,Produccion,Sistema,Consumo FIFO para producción
135,2023-01-02,Consumo,109,kg,0.48,INIT-9,1,1,Produccion,Sistema,Consumo FIFO para producción
136,2023-01-02,Consumo,107,kg,4.5,INIT-7,1,4,Produccion,Sistema,Consumo FIFO para producción
137,2023-01-02,Consumo,121,kg,0.5,INIT-21,1,2,Produccion,Sistema,Consumo FIFO para producción
138,2023-01-02,Consumo,117,L,0.5,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
139,2023-01-03,Entrada,110,kg,1.7423915200000017,COMPRA-20230101-110,1,1,Proveedor,Sistema,Entrada de mercadería por compra
140,2023-01-03,Merma,101,kg,0.013793484285081604,INIT-1,1,1,Almacén,Sistema,Merma diaria por almacenamiento
141,2023-01-03,Merma,102,kg,4.946271846399881e-05,INIT-2,1,2,Almacén,Sistema,Merma diaria por almacenamiento
142,2023-01-03,Merma,103,kg,0.04895738425233921,INIT-3,1,1,Almacén,Sistema,Merma diaria por almacenamiento
143,2023-01-03,Merma,104,kg,0.00914680953259519,INIT-4,1,3,Almacén,Sistema,Merma diaria por almacenamiento
144,2023-01-03,Merma,105,kg,0.04792434009118721,INIT-5,1,2,Almacén,Sistema,Merma diaria por almacenamiento
145,2023-01-03,Merma,106,kg,0.03494747807705599,INIT-6,1,2,Almacén,Sistema,Merma diaria por almacenamiento
146,2023-01-03,Merma,107,kg,0.0314682949085184,INIT-7,1,4,Almacén,Sistema,Merma diaria por almacenamiento
147,2023-01-03,Merma,108,kg,0.029739864509798403,INIT-8,1,2,Almacén,Sistema,Merma diaria por almacenamiento
148,2023-01-03,Merma,109,kg,0.07406468485908481,INIT-9,1,1,Almacén,Sistema,Merma diaria por almacenamiento
149,2023-01-03,Merma,110,kg,0.0007199907826432,INIT-10,1,1,Almacén,Sistema,Merma diaria por almacenamiento
150,2023-01-03,Merma,111,unid,0.0003624224610047963,INIT-11,1,4,Almacén,Sistema,Merma diaria por almacenamiento
151,2023-01-03,Merma,112,kg,0.048582168636287996,INIT-12,1,1,Almacén,Sistema,Merma diaria por almacenamiento
152,2023-01-03,Merma,113,kg,0.0638306290510592,INIT-13,1,1,Almacén,Sistema,Merma diaria por almacenamiento
153,2023-01-03,Merma,114,kg,0.06313636185169919,INIT-14,1,2,Almacén,Sistema,Merma diaria por almacenamiento
154,2023-01-03,Merma,115,kg,0.021023579710438403,INIT-15,1,4,Almacén,Sistema,Merma diaria por almacenamiento
155,2023-01-03,Merma,116,kg,0.0302944279659776,INIT-16,1,1,Almacén,Sistema,Merma diaria por almacenamiento
156,2023-01-03,Merma,117,L,0.026139621725849584,INIT-17,1,2,Almacén,Sistema,Merma diaria por almacenamiento
157,2023-01-03,Merma,118,L,0.0751097960911872,INIT-18,1,1,Almacén,Sistema,Merma diaria por almacenamiento
158,2023-01-03,Merma,119,L,0.028144742398080003,INIT-19,1,4,Almacén,Sistema,Merma diaria por almacenamiento
159,2023-01-03,Merma,120,kg,0.0460746264289024,INIT-20,1,2,Almacén,Sistema,Merma diaria por almacenamiento
160,2023-01-03,Merma,121,kg,0.06463390649182721,INIT-21,1,2,Almacén,Sistema,Merma diaria por almacenamiento
161,2023-01-03,Merma,122,kg,0.057522910844313595,INIT-22,1,2,Almacén,Sistema,Merma diaria por almacenamiento
162,2023-01-03,Consumo,104,kg,22.8,INIT-4,1,3,Produccion,Sistema,Consumo FIFO para producción
163,2023-01-03,Consumo,105,kg,11.4,INIT-5,1,2,Produccion,Sistema,Consumo FIFO para producción
164,2023-01-03,Consumo,106,kg,5.7,INIT-6,1,2,Produccion,Sistema,Consumo FIFO para producción
165,2023-01-03,Consumo,117,L,1.1400000000000001,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
166,2023-01-03,Consumo,107,kg,17.8,INIT-7,1,4,Produccion,Sistema,Consumo FIFO para producción
167,2023-01-03,Consumo,108,kg,4.45,INIT-8,1,2,Produccion,Sistema,Consumo FIFO para producción
168,2023-01-03,Consumo,103,kg,3.56,INIT-3,1,1,Produccion,Sistema,Consumo FIFO para producción
169,2023-01-03,Consumo,113,kg,12.600000000000001,INIT-13,1,1,Produccion,Sistema,Consumo FIFO para producción
170,2023-01-03,Consumo,114,kg,3.78,INIT-14,1,2,Produccion,Sistema,Consumo FIFO para producción
171,2023-01-03,Consumo,115,kg,1.89,INIT-15,1,4,Produccion,Sistema,Consumo FIFO para producción
172,2023-01-03,Consumo,117,L,0.63,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
173,2023-01-03,Consumo,112,kg,1.6199999999999999,INIT-12,1,1,Produccion,Sistema,Consumo FIFO para producción
174,2023-01-03,Consumo,109,kg,0.27,INIT-9,1,1,Produccion,Sistema,Consumo FIFO para producción
175,2023-01-03,Consumo,119,L,0.45,INIT-19,1,4,Produccion,Sistema,Consumo FIFO para producción
176,2023-01-03,Consumo,110,kg,0.056865445825354986,INIT-10,1,1,Produccion,Sistema,Consumo FIFO para producción
177,2023-01-03,Consumo,110,kg,1.5631345541746449,COMPRA-20230101-110,1,1,Produccion,Sistema,Consumo FIFO para producción
178,2023-01-03,Consumo,101,kg,8.32,INIT-1,1,1,Produccion,Sistema,Consumo FIFO para producción
179,2023-01-03,Consumo,117,L,0.78,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
180,2023-01-03,Consumo,109,kg,1.04,INIT-9,1,1,Produccion,Sistema,Consumo FIFO para producción
181,2023-01-03,Consumo,105,kg,4.84,INIT-5,1,2,Produccion,Sistema,Consumo FIFO para producción
182,2023-01-03,Consumo,115,kg,0.6599999999999999,INIT-15,1,4,Produccion,Sistema,Consumo FIFO para producción
183,2023-01-03,Consumo,109,kg,0.44,INIT-9,1,1,Produccion,Sistema,Consumo FIFO para producción
184,2023-01-03,Consumo,107,kg,4.32,INIT-7,1,4,Produccion,Sistema,Consumo FIFO para producción
185,2023-01-03,Consumo,121,kg,0.48,INIT-21,1,2,Produccion,Sistema,Consumo FIFO para producción
186,2023-01-03,Consumo,117,L,0.48,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
187,2023-01-03,Consumo,110,kg,0.12,COMPRA-20230101-110,1,1,Produccion,Sistema,Consumo FIFO para producción
188,2023-01-03,Consumo,112,kg,0.04,INIT-12,1,1,Produccion,Sistema,Consumo FIFO para producción
189,2023-01-03,Consumo,122,kg,0.02,INIT-22,1,2,Produccion,Sistema,Consumo FIFO para producción
190,2023-01-04,Entrada,110,kg,7.942414563392002,COMPRA-20230102-110,1,2,Proveedor,Sistema,Entrada de mercadería por compra
191,2023-01-04,Entrada,110,kg,1.1424145633920018,COMPRA-20230102-110,1,1,Proveedor,Sistema,Entrada de mercadería por compra
192,2023-01-04,Merma,101,kg,0.010459966891367571,INIT-1,1,1,Almacén,Sistema,Merma diaria por almacenamiento
193,2023-01-04,Merma,102,kg,4.9442933376613214e-05,INIT-2,1,2,Almacén,Sistema,Merma diaria por almacenamiento
194,2023-01-04,Merma,103,kg,0.047513801298638275,INIT-3,1,1,Almacén,Sistema,Merma diaria por almacenamiento
195,2023-01-04,Merma,104,kg,2.3150808782152413e-05,INIT-4,1,3,Almacén,Sistema,Merma diaria por almacenamiento
196,2023-01-04,Merma,105,kg,0.04140917035515074,INIT-5,1,2,Almacén,Sistema,Merma diaria por almacenamiento
197,2023-01-04,Merma,106,kg,0.03265349908582517,INIT-6,1,2,Almacén,Sistema,Merma diaria por almacenamiento
198,2023-01-04,Merma,107,kg,0.022607707590554995,INIT-7,1,4,Almacén,Sistema,Merma diaria por almacenamiento
199,2023-01-04,Merma,108,kg,0.027947968563994483,INIT-8,1,2,Almacén,Sistema,Merma diaria por almacenamiento
200,2023-01-04,Merma,109,kg,0.07333505898514119,INIT-9,1,1,Almacén,Sistema,Merma diaria por almacenamiento
201,2023-01-04,Merma,111,unid,0.00036227749202039436,INIT-11,1,4,Almacén,Sistema,Merma diaria por almacenamiento
202,2023-01-04,Merma,112,kg,0.04789873576883348,INIT-12,1,1,Almacén,Sistema,Merma diaria por almacenamiento
203,2023-01-04,Merma,113,kg,0.05876509679943878,INIT-13,1,1,Almacén,Sistema,Merma diaria por almacenamiento
204,2023-01-04,Merma,114,kg,0.061599107306958514,INIT-14,1,2,Almacén,Sistema,Merma diaria por almacenamiento
205,2023-01-04,Merma,115,kg,0.019995170278554228,INIT-15,1,4,Almacén,Sistema,Merma diaria por almacenamiento
206,2023-01-04,Merma,116,kg,0.030282310194791207,INIT-16,1,1,Almacén,Sistema,Merma diaria por almacenamiento
207,2023-01-04,Merma,117,L,0.024917165877159246,INIT-17,1,2,Almacén,Sistema,Merma diaria por almacenamiento
208,2023-01-04,Merma,118,L,0.07507975217275072,INIT-18,1,1,Almacén,Sistema,Merma diaria por almacenamiento
209,2023-01-04,Merma,119,L,0.027953484501120767,INIT-19,1,4,Almacén,Sistema,Merma diaria por almacenamiento
210,2023-01-04,Merma,120,kg,0.04605619657833084,INIT-20,1,2,Almacén,Sistema,Merma diaria por almacenamiento
211,2023-01-04,Merma,121,kg,0.06441605292923049,INIT-21,1,2,Almacén,Sistema,Merma diaria por almacenamiento
212,2023-01-04,Merma,122,kg,0.057491901679975865,INIT-22,1,2,Almacén,Sistema,Merma diaria por almacenamiento
213,2023-01-04,Merma,110,kg,0.003657634437043744,COMPRA-20230101-110,1,1,Almacén,Sistema,Merma diaria por almacenamiento
214,2023-01-04,Consumo,107,kg,16.6,INIT-7,1,4,Produccion,Sistema,Consumo FIFO para producción
215,2023-01-04,Consumo,108,kg,4.15,INIT-8,1,2,Produccion,Sistema,Consumo FIFO para producción
216,2023-01-04,Consumo,103,kg,3.3200000000000003,INIT-3,1,1,Produccion,Sistema,Consumo FIFO para producción
217,2023-01-04,Consumo,113,kg,11.600000000000001,INIT-13,1,1,Produccion,Sistema,Consumo FIFO para producción
218,2023-01-04,Consumo,114,kg,3.48,INIT-14,1,2,Produccion,Sistema,Consumo FIFO para producción
219,2023-01-04,Consumo,115,kg,1.74,INIT-15,1,4,Produccion,Sistema,Consumo FIFO para producción
220,2023-01-04,Consumo,117,L,0.58,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
221,2023-01-04,Consumo,112,kg,9.0,INIT-12,1,1,Produccion,Sistema,Consumo FIFO para producción
222,2023-01-04,Consumo,109,kg,1.5,INIT-9,1,1,Produccion,Sistema,Consumo FIFO para producción
223,2023-01-04,Consumo,119,L,2.5,INIT-19,1,4,Produccion,Sistema,Consumo FIFO para producción
224,2023-01-04,Consumo,110,kg,0.05559933138831315,COMPRA-20230101-110,1,1,Produccion,Sistema,Consumo FIFO para producción
225,2023-01-04,Consumo,110,kg,7.942414563392002,COMPRA-20230102-110,1,2,Produccion,Sistema,Consumo FIFO para producción
226,2023-01-04,Consumo,110,kg,1.001986105219685,COMPRA-20230102-110,1,1,Produccion,Sistema,Consumo FIFO para producción
227,2023-01-04,Consumo,101,kg,7.68,INIT-1,1,1,Produccion,Sistema,Consumo FIFO para producción
228,2023-01-04,Consumo,117,L,0.72,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
229,2023-01-04,Consumo,109,kg,0.96,INIT-9,1,1,Produccion,Sistema,Consumo FIFO para producción
230,2023-01-04,Consumo,105,kg,4.4,INIT-5,1,2,Produccion,Sistema,Consumo FIFO para producción
231,2023-01-04,Consumo,115,kg,0.6,INIT-15,1,4,Produccion,Sistema,Consumo FIFO para producción
232,2023-01-04,Consumo,109,kg,0.4,INIT-9,1,1,Produccion,Sistema,Consumo FIFO para producción
233,2023-01-04,Consumo,107,kg,3.78,INIT-7,1,4,Produccion,Sistema,Consumo FIFO para producción
234,2023-01-04,Consumo,121,kg,0.42,INIT-21,1,2,Produccion,Sistema,Consumo FIFO para producción
235,2023-01-04,Consumo,117,L,0.42,INIT-17,1,2,Produccion,Sistema,Consumo FIFO para producción
236,2023-01-04,Consumo,110,kg,0.12,COMPRA-20230102-110,1,1,Produccion,Sistema,Consumo FIFO para producción
237,2023-01-04,Consumo,112,kg,0.04,INIT-12,1,1,Produccion,Sistema,Consumo FIFO para producción
238,2023-01-04,Consumo,122,kg,0.02,INIT-22,1,2,Produccion,Sistema,Consumo FIFO para producción
239,2023-01-05,Entrada,110,kg,21.690743034174645,COMPRA-20230103-110,1,1,Proveedor,Sistema,Entrada de mercadería por compra
