pedido_ID,linea_ID,fecha,hora_inicio_preparacion,hora_fin_preparacion,id_plato,id_insumo,cantidad_insumo,unidad,id_lote,id_ubicacion,responsable,tiempo_total,estado_pedido,desperdicio_registrado,observaciones
PD-20210102,,2021-01-02,,,,114,0.84,kg,,,Sistema,,Terminado,0.04949862146951749,
PD-20210102,,2021-01-02,,,,115,0.7899999999999999,kg,,,Sistema,,Terminado,0.05869352935895493,
PD-20210102,,2021-01-02,,,,109,0.63,kg,,,Sistema,,Terminado,0.04856724040223962,
PD-20210102,,2021-01-02,,,,119,0.45,L,,,Sistema,,Terminado,0.019663092520867544,
PD-20210102,,2021-01-02,,,,120,0.56,kg,,,Sistema,,Terminado,0.024546179384312257,
PD-20210102,,2021-01-02,,,,121,0.16,kg,,,Sistema,,Terminado,0.00944668277048065,
PD-20210102,,2021-01-02,,,,122,0.04,kg,,,Sistema,,Terminado,0.0025409639109083243,
PD-20210103,,2021-01-03,,,,101,7.8999999999999995,kg,,,Sistema,,Terminado,0.3166577579025748,
PD-20210103,,2021-01-03,,,,102,5.51,kg,,,Sistema,,Terminado,0.43376335110236885,
PD-20210103,,2021-01-03,,,,103,2.16,kg,,,Sistema,,Terminado,0.10645163321944512,
PD-20210103,,2021-01-03,,,,116,0.33999999999999997,kg,,,Sistema,,Terminado,0.026072543252728897,
PD-20210103,,2021-01-03,,,,117,1.575,L,,,Sistema,,Terminado,0.06986792890567388,
PD-20210103,,2021-01-03,,,,104,9.200000000000001,kg,,,Sistema,,Terminado,0.4556160829924028,
PD-20210103,,2021-01-03,,,,105,6.36,kg,,,Sistema,,Terminado,0.31415186955666013,
PD-20210103,,2021-01-03,,,,106,2.3000000000000003,kg,,,Sistema,,Terminado,0.18364606718645948,
PD-20210103,,2021-01-03,,,,107,6.160000000000001,kg,,,Sistema,,Terminado,0.24753357446685795,
PD-20210103,,2021-01-03,,,,108,1.4500000000000002,kg,,,Sistema,,Terminado,0.09509901613960277,
PD-20210103,,2021-01-03,,,,110,7.03,kg,,,Sistema,,Terminado,0.5257558665943118,
PD-20210103,,2021-01-03,,,,111,13.0,unid,,,Sistema,,Terminado,0.8695823000928632,
PD-20210103,,2021-01-03,,,,112,2.76,kg,,,Sistema,,Terminado,0.15044581353115064,
PD-20210103,,2021-01-03,,,,113,3.0,kg,,,Sistema,,Terminado,0.23499712352435217,
PD-20210103,,2021-01-03,,,,114,0.8999999999999999,kg,,,Sistema,,Terminado,0.06816674716520547,
PD-20210103,,2021-01-03,,,,115,0.85,kg,,,Sistema,,Terminado,0.0487544672884836,
PD-20210103,,2021-01-03,,,,109,0.6900000000000001,kg,,,Sistema,,Terminado,0.043423866396068114,
PD-20210103,,2021-01-03,,,,119,0.55,L,,,Sistema,,Terminado,0.043285422131715295,
PD-20210103,,2021-01-03,,,,120,0.56,kg,,,Sistema,,Terminado,0.04440935210715293,
PD-20210103,,2021-01-03,,,,121,0.04,kg,,,Sistema,,Terminado,0.002319717241148724,
PD-20210104,,2021-01-04,,,,101,6.039999999999999,kg,,,Sistema,,Terminado,0.33142999010004853,
PD-20210104,,2021-01-04,,,,102,4.32,kg,,,Sistema,,Terminado,0.2012812213807111,
PD-20210104,,2021-01-04,,,,103,1.6,kg,,,Sistema,,Terminado,0.07738781393771074,
PD-20210104,,2021-01-04,,,,116,0.25,kg,,,Sistema,,Terminado,0.01656873302259359,
PD-20210104,,2021-01-04,,,,117,1.35,L,,,Sistema,,Terminado,0.08158220737238236,
PD-20210104,,2021-01-04,,,,104,6.4,kg,,,Sistema,,Terminado,0.31516975632015437,
PD-20210104,,2021-01-04,,,,105,3.8600000000000003,kg,,,Sistema,,Terminado,0.2166092447662392,
PD-20210104,,2021-01-04,,,,106,1.6,kg,,,Sistema,,Terminado,0.08788374143127564,
PD-20210104,,2021-01-04,,,,107,4.9,kg,,,Sistema,,Terminado,0.38952260008892553,
PD-20210104,,2021-01-04,,,,108,1.0,kg,,,Sistema,,Terminado,0.07414263348845518,
PD-20210104,,2021-01-04,,,,110,7.29,kg,,,Sistema,,Terminado,0.40473098281472314,
PD-20210104,,2021-01-04,,,,111,17.0,unid,,,Sistema,,Terminado,1.3014632736493026,
PD-20210104,,2021-01-04,,,,112,2.9,kg,,,Sistema,,Terminado,0.15574570542886787,
PD-20210104,,2021-01-04,,,,113,1.6,kg,,,Sistema,,Terminado,0.10674569681503102,
PD-20210104,,2021-01-04,,,,114,0.48,kg,,,Sistema,,Terminado,0.037759679936296565,
PD-20210104,,2021-01-04,,,,115,0.44999999999999996,kg,,,Sistema,,Terminado,0.025025019551793936,
PD-20210104,,2021-01-04,,,,109,0.54,kg,,,Sistema,,Terminado,0.036285515246266574,
PD-20210104,,2021-01-04,,,,119,0.5,L,,,Sistema,,Terminado,0.025918476221252665,
PD-20210104,,2021-01-04,,,,120,0.42000000000000004,kg,,,Sistema,,Terminado,0.021274046902045977,
PD-20210104,,2021-01-04,,,,121,0.1,kg,,,Sistema,,Terminado,0.006296626665726207,
PD-20210104,,2021-01-04,,,,122,0.04,kg,,,Sistema,,Terminado,0.003166823356853149,
PD-20210105,,2021-01-05,,,,101,6.3999999999999995,kg,,,Sistema,,Terminado,0.3720022652723635,
PD-20210105,,2021-01-05,,,,102,4.32,kg,,,Sistema,,Terminado,0.33482366847070516,
PD-20210105,,2021-01-05,,,,103,1.6400000000000001,kg,,,Sistema,,Terminado,0.12558224692805636,
PD-20210105,,2021-01-05,,,,116,0.26,kg,,,Sistema,,Terminado,0.013039131168387947,
PD-20210105,,2021-01-05,,,,117,1.31,L,,,Sistema,,Terminado,0.07345533693121875,
PD-20210105,,2021-01-05,,,,104,5.6000000000000005,kg,,,Sistema,,Terminado,0.36809975518269705,
PD-20210105,,2021-01-05,,,,105,3.4600000000000004,kg,,,Sistema,,Terminado,0.21009755040253664,
PD-20210105,,2021-01-05,,,,106,1.4000000000000001,kg,,,Sistema,,Terminado,0.06137367767233777,
PD-20210105,,2021-01-05,,,,107,4.92,kg,,,Sistema,,Terminado,0.39235977232902475,
PD-20210105,,2021-01-05,,,,108,1.05,kg,,,Sistema,,Terminado,0.07361146805087376,
PD-20210105,,2021-01-05,,,,110,7.76,kg,,,Sistema,,Terminado,0.44626022946495053,
PD-20210105,,2021-01-05,,,,111,14.0,unid,,,Sistema,,Terminado,0.9061743878131232,
PD-20210105,,2021-01-05,,,,112,3.6599999999999997,kg,,,Sistema,,Terminado,0.15922066044777608,
PD-20210105,,2021-01-05,,,,113,2.6,kg,,,Sistema,,Terminado,0.15551137198371945,
PD-20210105,,2021-01-05,,,,114,0.78,kg,,,Sistema,,Terminado,0.06024197137350562,
PD-20210105,,2021-01-05,,,,115,0.6,kg,,,Sistema,,Terminado,0.04551842299331948,
PD-20210105,,2021-01-05,,,,109,0.71,kg,,,Sistema,,Terminado,0.037981616011721335,
PD-20210105,,2021-01-05,,,,119,0.75,L,,,Sistema,,Terminado,0.04594103591464017,
PD-20210105,,2021-01-05,,,,120,0.42000000000000004,kg,,,Sistema,,Terminado,0.028516043204672468,
PD-20210105,,2021-01-05,,,,121,0.08,kg,,,Sistema,,Terminado,0.004288029654105297,
PD-20210105,,2021-01-05,,,,122,0.06,kg,,,Sistema,,Terminado,0.0025557101234254527,
PD-20210106,,2021-01-06,,,,101,6.819999999999999,kg,,,Sistema,,Terminado,0.32934888757248476,
PD-20210106,,2021-01-06,,,,102,4.91,kg,,,Sistema,,Terminado,0.2647574691650195,
PD-20210106,,2021-01-06,,,,103,1.56,kg,,,Sistema,,Terminado,0.09616159630462823,
PD-20210106,,2021-01-06,,,,116,0.25,kg,,,Sistema,,Terminado,0.012938429187596653,
PD-20210106,,2021-01-06,,,,117,1.4700000000000002,L,,,Sistema,,Terminado,0.07503960828710243,
PD-20210106,,2021-01-06,,,,104,7.6000000000000005,kg,,,Sistema,,Terminado,0.5682822005191769,
PD-20210106,,2021-01-06,,,,105,4.24,kg,,,Sistema,,Terminado,0.1942005886799219,
PD-20210106,,2021-01-06,,,,106,1.9000000000000001,kg,,,Sistema,,Terminado,0.11365497012109939,
PD-20210106,,2021-01-06,,,,107,4.5,kg,,,Sistema,,Terminado,0.3515084490485045,
PD-20210106,,2021-01-06,,,,108,0.9,kg,,,Sistema,,Terminado,0.05850047696817766,
PD-20210106,,2021-01-06,,,,110,6.5200000000000005,kg,,,Sistema,,Terminado,0.4478471891564696,
PD-20210106,,2021-01-06,,,,111,14.0,unid,,,Sistema,,Terminado,0.80149271517874,
PD-20210106,,2021-01-06,,,,112,2.9,kg,,,Sistema,,Terminado,0.11831213138588746,
PD-20210106,,2021-01-06,,,,113,1.4000000000000001,kg,,,Sistema,,Terminado,0.0921833006285635,
PD-20210106,,2021-01-06,,,,114,0.42,kg,,,Sistema,,Terminado,0.027416327927992482,
PD-20210106,,2021-01-06,,,,115,0.43,kg,,,Sistema,,Terminado,0.019099355347169326,
PD-20210106,,2021-01-06,,,,109,0.65,kg,,,Sistema,,Terminado,0.03801615255424042,
PD-20210106,,2021-01-06,,,,119,0.55,L,,,Sistema,,Terminado,0.04213723678264431,
PD-20210106,,2021-01-06,,,,120,0.56,kg,,,Sistema,,Terminado,0.026993900236172246,
PD-20210106,,2021-01-06,,,,121,0.1,kg,,,Sistema,,Terminado,0.005844395018536442,
PD-20210106,,2021-01-06,,,,122,0.04,kg,,,Sistema,,Terminado,0.0023377650963208327,
PD-20210107,,2021-01-07,,,,101,4.4,kg,,,Sistema,,Terminado,0.24031993201713622,
PD-20210107,,2021-01-07,,,,102,3.1799999999999997,kg,,,Sistema,,Terminado,0.13636309686235576,
PD-20210107,,2021-01-07,,,,103,1.32,kg,,,Sistema,,Terminado,0.07125270119742795,
PD-20210107,,2021-01-07,,,,116,0.1,kg,,,Sistema,,Terminado,0.006719164805085359,
PD-20210107,,2021-01-07,,,,117,1.2550000000000001,L,,,Sistema,,Terminado,0.08547787803935165,
PD-20210107,,2021-01-07,,,,104,7.2,kg,,,Sistema,,Terminado,0.5659200603292951,
PD-20210107,,2021-01-07,,,,105,4.7,kg,,,Sistema,,Terminado,0.27328455151141723,
PD-20210107,,2021-01-07,,,,106,1.8,kg,,,Sistema,,Terminado,0.1175353619717009,
PD-20210107,,2021-01-07,,,,107,5.72,kg,,,Sistema,,Terminado,0.35216687122131524,
PD-20210107,,2021-01-07,,,,108,1.25,kg,,,Sistema,,Terminado,0.05753092800566187,
PD-20210107,,2021-01-07,,,,110,5.53,kg,,,Sistema,,Terminado,0.3232179868356285,
PD-20210107,,2021-01-07,,,,111,15.0,unid,,,Sistema,,Terminado,0.9269010928133965,
PD-20210107,,2021-01-07,,,,112,2.2,kg,,,Sistema,,Terminado,0.17166596533171877,
PD-20210107,,2021-01-07,,,,113,2.0,kg,,,Sistema,,Terminado,0.10932312435271649,
PD-20210107,,2021-01-07,,,,114,0.6,kg,,,Sistema,,Terminado,0.04752237847459147,
PD-20210107,,2021-01-07,,,,115,0.63,kg,,,Sistema,,Terminado,0.038865961865406924,
PD-20210107,,2021-01-07,,,,109,0.63,kg,,,Sistema,,Terminado,0.03131022493123705,
PD-20210107,,2021-01-07,,,,119,0.35000000000000003,L,,,Sistema,,Terminado,0.016683301418221313,
PD-20210107,,2021-01-07,,,,120,0.6300000000000001,kg,,,Sistema,,Terminado,0.028770711914957843,
PD-20210107,,2021-01-07,,,,121,0.08,kg,,,Sistema,,Terminado,0.00464938518583505,
PD-20210107,,2021-01-07,,,,122,0.02,kg,,,Sistema,,Terminado,0.0008175411438311386,
PD-20210108,,2021-01-08,,,,101,4.62,kg,,,Sistema,,Terminado,0.3674571871104189,
PD-20210108,,2021-01-08,,,,102,3.79,kg,,,Sistema,,Terminado,0.25318819023149564,
PD-20210108,,2021-01-08,,,,103,1.44,kg,,,Sistema,,Terminado,0.1013636805811433,
PD-20210108,,2021-01-08,,,,116,0.19,kg,,,Sistema,,Terminado,0.008504440969458796,
PD-20210108,,2021-01-08,,,,117,1.4749999999999996,L,,,Sistema,,Terminado,0.08691295082791534,
PD-20210108,,2021-01-08,,,,104,7.6000000000000005,kg,,,Sistema,,Terminado,0.39101182271181706,
PD-20210108,,2021-01-08,,,,105,4.9,kg,,,Sistema,,Terminado,0.37124311548584976,
PD-20210108,,2021-01-08,,,,106,1.9000000000000001,kg,,,Sistema,,Terminado,0.08977822787305736,
PD-20210108,,2021-01-08,,,,107,5.640000000000001,kg,,,Sistema,,Terminado,0.329090238602049,
PD-20210108,,2021-01-08,,,,108,1.05,kg,,,Sistema,,Terminado,0.0666980041705168,
PD-20210108,,2021-01-08,,,,110,8.459999999999999,kg,,,Sistema,,Terminado,0.5123515053901754,
PD-20210108,,2021-01-08,,,,111,22.0,unid,,,Sistema,,Terminado,1.6106143046139583,
PD-20210108,,2021-01-08,,,,112,3.2399999999999998,kg,,,Sistema,,Terminado,0.1595963310030254,
PD-20210108,,2021-01-08,,,,113,2.6,kg,,,Sistema,,Terminado,0.1432486754840639,
PD-20210108,,2021-01-08,,,,114,0.78,kg,,,Sistema,,Terminado,0.05591303005310732,
PD-20210108,,2021-01-08,,,,115,0.68,kg,,,Sistema,,Terminado,0.041563542399241094,
PD-20210108,,2021-01-08,,,,109,0.54,kg,,,Sistema,,Terminado,0.030285735529995878,
PD-20210108,,2021-01-08,,,,119,0.5,L,,,Sistema,,Terminado,0.02058885029489663,
PD-20210108,,2021-01-08,,,,120,0.49000000000000005,kg,,,Sistema,,Terminado,0.03436635431070595,
PD-20210108,,2021-01-08,,,,121,0.16,kg,,,Sistema,,Terminado,0.012621965298987266,
PD-20210108,,2021-01-08,,,,122,0.06,kg,,,Sistema,,Terminado,0.003888688822772424,
PD-20210109,,2021-01-09,,,,101,4.98,kg,,,Sistema,,Terminado,0.35499395089985025,
PD-20210109,,2021-01-09,,,,102,3.9299999999999997,kg,,,Sistema,,Terminado,0.2664040760208298,
PD-20210109,,2021-01-09,,,,103,1.12,kg,,,Sistema,,Terminado,0.08906026609565412,
PD-20210109,,2021-01-09,,,,116,0.19,kg,,,Sistema,,Terminado,0.011478375633931502,
PD-20210109,,2021-01-09,,,,117,1.245,L,,,Sistema,,Terminado,0.07107330452571588,
PD-20210109,,2021-01-09,,,,104,9.600000000000001,kg,,,Sistema,,Terminado,0.49410804074468934,
PD-20210109,,2021-01-09,,,,105,5.460000000000001,kg,,,Sistema,,Terminado,0.3225465061272144,
PD-20210109,,2021-01-09,,,,106,2.4000000000000004,kg,,,Sistema,,Terminado,0.17979566189980054,
PD-20210109,,2021-01-09,,,,107,3.0,kg,,,Sistema,,Terminado,0.12509276709500897,
PD-20210109,,2021-01-09,,,,108,0.75,kg,,,Sistema,,Terminado,0.05933700141858566,
PD-20210109,,2021-01-09,,,,110,6.300000000000001,kg,,,Sistema,,Terminado,0.5023134129655652,
PD-20210109,,2021-01-09,,,,111,12.0,unid,,,Sistema,,Terminado,0.7669542617221929,
PD-20210109,,2021-01-09,,,,112,2.5,kg,,,Sistema,,Terminado,0.13315442036954014,
PD-20210109,,2021-01-09,,,,113,2.0,kg,,,Sistema,,Terminado,0.0978439174657619,
PD-20210109,,2021-01-09,,,,114,0.6,kg,,,Sistema,,Terminado,0.030635769496437093,
PD-20210109,,2021-01-09,,,,115,0.57,kg,,,Sistema,,Terminado,0.023942403724313357,
PD-20210109,,2021-01-09,,,,109,0.51,kg,,,Sistema,,Terminado,0.030092263553060522,
PD-20210109,,2021-01-09,,,,119,0.45,L,,,Sistema,,Terminado,0.019031836875559306,
PD-20210109,,2021-01-09,,,,120,0.6300000000000001,kg,,,Sistema,,Terminado,0.04330555021235332,
PD-20210109,,2021-01-09,,,,122,0.08,kg,,,Sistema,,Terminado,0.004390174257705133,
PD-20210110,,2021-01-10,,,,101,6.799999999999999,kg,,,Sistema,,Terminado,0.46107564533300965,
PD-20210110,,2021-01-10,,,,102,4.1,kg,,,Sistema,,Terminado,0.24464648341708226,
PD-20210110,,2021-01-10,,,,103,1.44,kg,,,Sistema,,Terminado,0.10235026363705955,
PD-20210110,,2021-01-10,,,,116,0.28,kg,,,Sistema,,Terminado,0.019459736485268678,
PD-20210110,,2021-01-10,,,,117,1.5200000000000002,L,,,Sistema,,Terminado,0.11501751603231387,
PD-20210110,,2021-01-10,,,,104,8.4,kg,,,Sistema,,Terminado,0.4047687663915664,
PD-20210110,,2021-01-10,,,,105,4.86,kg,,,Sistema,,Terminado,0.36136580082469755,
PD-20210110,,2021-01-10,,,,106,2.1,kg,,,Sistema,,Terminado,0.10928619131150272,
PD-20210110,,2021-01-10,,,,107,4.1,kg,,,Sistema,,Terminado,0.31832382416331595,
PD-20210110,,2021-01-10,,,,108,0.8,kg,,,Sistema,,Terminado,0.04099408476629553,
PD-20210110,,2021-01-10,,,,110,8.74,kg,,,Sistema,,Terminado,0.6736262506896716,
PD-20210110,,2021-01-10,,,,111,18.0,unid,,,Sistema,,Terminado,1.4139293144141378,
PD-20210110,,2021-01-10,,,,112,3.4000000000000004,kg,,,Sistema,,Terminado,0.15578682461415394,
PD-20210110,,2021-01-10,,,,113,2.6,kg,,,Sistema,,Terminado,0.20534798785932945,
PD-20210110,,2021-01-10,,,,114,0.78,kg,,,Sistema,,Terminado,0.03387455661499361,
PD-20210110,,2021-01-10,,,,115,0.58,kg,,,Sistema,,Terminado,0.028270772649410508,
PD-20210110,,2021-01-10,,,,109,0.6200000000000001,kg,,,Sistema,,Terminado,0.03581538576564556,
PD-20210110,,2021-01-10,,,,119,0.6000000000000001,L,,,Sistema,,Terminado,0.04784633677708105,
PD-20210110,,2021-01-10,,,,120,0.35000000000000003,kg,,,Sistema,,Terminado,0.020839882716315313,
PD-20210110,,2021-01-10,,,,121,0.1,kg,,,Sistema,,Terminado,0.0062016377727139435,
PD-20210110,,2021-01-10,,,,122,0.08,kg,,,Sistema,,Terminado,0.005422159838475675,
PD-20210111,,2021-01-11,,,,101,5.26,kg,,,Sistema,,Terminado,0.2575620025307462,
PD-20210111,,2021-01-11,,,,102,4.31,kg,,,Sistema,,Terminado,0.22463563644653473,
PD-20210111,,2021-01-11,,,,103,1.36,kg,,,Sistema,,Terminado,0.059710976234703735,
PD-20210111,,2021-01-11,,,,116,0.2,kg,,,Sistema,,Terminado,0.013155618913317919,
PD-20210111,,2021-01-11,,,,117,1.2550000000000003,L,,,Sistema,,Terminado,0.059273163388268935,
PD-20210111,,2021-01-11,,,,104,5.6000000000000005,kg,,,Sistema,,Terminado,0.28165869501937796,
PD-20210111,,2021-01-11,,,,105,3.68,kg,,,Sistema,,Terminado,0.27793033004255147,
PD-20210111,,2021-01-11,,,,106,1.4000000000000001,kg,,,Sistema,,Terminado,0.07429831781859286,
PD-20210111,,2021-01-11,,,,107,3.7600000000000002,kg,,,Sistema,,Terminado,0.23562366644046676,
PD-20210111,,2021-01-11,,,,108,0.8500000000000001,kg,,,Sistema,,Terminado,0.04751724429883203,
PD-20210111,,2021-01-11,,,,110,5.470000000000001,kg,,,Sistema,,Terminado,0.23499804568441393,
PD-20210111,,2021-01-11,,,,111,13.0,unid,,,Sistema,,Terminado,0.7086891915462866,
PD-20210111,,2021-01-11,,,,112,2.4,kg,,,Sistema,,Terminado,0.13517454749144936,
PD-20210111,,2021-01-11,,,,113,3.4000000000000004,kg,,,Sistema,,Terminado,0.2578153498599665,
PD-20210111,,2021-01-11,,,,114,1.02,kg,,,Sistema,,Terminado,0.054037586668770655,
PD-20210111,,2021-01-11,,,,115,0.79,kg,,,Sistema,,Terminado,0.04358401938448135,
PD-20210111,,2021-01-11,,,,109,0.55,kg,,,Sistema,,Terminado,0.039223728910791365,
PD-20210111,,2021-01-11,,,,119,0.45,L,,,Sistema,,Terminado,0.03166121972180876,
PD-20210111,,2021-01-11,,,,120,0.56,kg,,,Sistema,,Terminado,0.040281590196926204,
PD-20210111,,2021-01-11,,,,121,0.04,kg,,,Sistema,,Terminado,0.0031260331841216067,
PD-20210112,,2021-01-12,,,,101,5.779999999999999,kg,,,Sistema,,Terminado,0.4211327691068388,
PD-20210112,,2021-01-12,,,,102,4.77,kg,,,Sistema,,Terminado,0.28785511980276024,
PD-20210112,,2021-01-12,,,,103,1.4,kg,,,Sistema,,Terminado,0.07155198582103965,
PD-20210112,,2021-01-12,,,,116,0.28,kg,,,Sistema,,Terminado,0.01459267116306734,
PD-20210112,,2021-01-12,,,,117,1.495,L,,,Sistema,,Terminado,0.07318577483609123,
PD-20210112,,2021-01-12,,,,104,8.0,kg,,,Sistema,,Terminado,0.3663977465023211,
PD-20210112,,2021-01-12,,,,105,4.44,kg,,,Sistema,,Terminado,0.21036549714520833,
PD-20210112,,2021-01-12,,,,106,2.0,kg,,,Sistema,,Terminado,0.08505424399630555,
PD-20210112,,2021-01-12,,,,107,3.4800000000000004,kg,,,Sistema,,Terminado,0.2628723603985882,
PD-20210112,,2021-01-12,,,,108,0.6000000000000001,kg,,,Sistema,,Terminado,0.04634418743157897,
PD-20210112,,2021-01-12,,,,110,7.37,kg,,,Sistema,,Terminado,0.4677799117072004,
PD-20210112,,2021-01-12,,,,111,19.0,unid,,,Sistema,,Terminado,1.3987720630226006,
PD-20210112,,2021-01-12,,,,112,2.76,kg,,,Sistema,,Terminado,0.13066624973290744,
PD-20210112,,2021-01-12,,,,113,2.2,kg,,,Sistema,,Terminado,0.16734729661997472,
PD-20210112,,2021-01-12,,,,114,0.6599999999999999,kg,,,Sistema,,Terminado,0.039767945174245416,
PD-20210112,,2021-01-12,,,,115,0.51,kg,,,Sistema,,Terminado,0.021770165849153325,
PD-20210112,,2021-01-12,,,,109,0.39,kg,,,Sistema,,Terminado,0.0178044788141089,
PD-20210112,,2021-01-12,,,,119,0.45,L,,,Sistema,,Terminado,0.023561576294162712,
PD-20210112,,2021-01-12,,,,120,0.42000000000000004,kg,,,Sistema,,Terminado,0.017531767349959825,
PD-20210112,,2021-01-12,,,,121,0.12,kg,,,Sistema,,Terminado,0.006284608214483729,
PD-20210113,,2021-01-13,,,,101,6.92,kg,,,Sistema,,Terminado,0.35033738842106305,
PD-20210113,,2021-01-13,,,,102,5.359999999999999,kg,,,Sistema,,Terminado,0.42759270853304054,
PD-20210113,,2021-01-13,,,,103,1.44,kg,,,Sistema,,Terminado,0.07116748840878707,
PD-20210113,,2021-01-13,,,,116,0.29,kg,,,Sistema,,Terminado,0.01437456280768753,
PD-20210113,,2021-01-13,,,,117,1.3950000000000002,L,,,Sistema,,Terminado,0.0941228244343979,
PD-20210113,,2021-01-13,,,,104,6.0,kg,,,Sistema,,Terminado,0.44624579484394844,
PD-20210113,,2021-01-13,,,,105,3.88,kg,,,Sistema,,Terminado,0.21527100003584382,
PD-20210113,,2021-01-13,,,,106,1.5,kg,,,Sistema,,Terminado,0.11253708119644155,
PD-20210113,,2021-01-13,,,,107,3.3000000000000003,kg,,,Sistema,,Terminado,0.17689874673870395,
PD-20210113,,2021-01-13,,,,108,0.6000000000000001,kg,,,Sistema,,Terminado,0.028728381110760468,
PD-20210113,,2021-01-13,,,,110,5.33,kg,,,Sistema,,Terminado,0.28347899734667065,
PD-20210113,,2021-01-13,,,,111,13.0,unid,,,Sistema,,Terminado,0.8368653144425561,
PD-20210113,,2021-01-13,,,,112,1.86,kg,,,Sistema,,Terminado,0.10171545105281829,
PD-20210113,,2021-01-13,,,,113,1.8,kg,,,Sistema,,Terminado,0.12044835388722878,
PD-20210113,,2021-01-13,,,,114,0.54,kg,,,Sistema,,Terminado,0.026717814995525623,
PD-20210113,,2021-01-13,,,,115,0.55,kg,,,Sistema,,Terminado,0.03742184366776128,
PD-20210113,,2021-01-13,,,,109,0.46,kg,,,Sistema,,Terminado,0.02479286588377179,
PD-20210113,,2021-01-13,,,,119,0.30000000000000004,L,,,Sistema,,Terminado,0.01747042045922322,
PD-20210113,,2021-01-13,,,,120,0.56,kg,,,Sistema,,Terminado,0.03489349114592087,
PD-20210113,,2021-01-13,,,,121,0.1,kg,,,Sistema,,Terminado,0.006744900012743975,
