fecha,plato,cantidad,monto_total,anio,mes,dia,dow,fin_de_semana,feriado,evento_Ano_Nuevo,evento_Viernes_Santo,evento_Sabado_Santo,evento_Dia_del_Trabajador,evento_Dia_del_Pollo_a_la_Brasa,evento_San_Pedro_y_San_Pablo,evento_Fiestas_Patrias_1,evento_Fiestas_Patrias_2,evento_Santa_Rosa_de_Lima,evento_Combate_de_Angamos,evento_Dia_de_Todos_los_Santos,evento_Inmaculada_Concepcion,evento_Navidad,evento_Dia_del_Padre,evento_Dia_del_Ceviche,temp_invierno,temp_otono,temp_primavera,temp_verano,clima_Lluvioso,clima_Nublado,clima_Soleado,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_28,rolling_std_28,dow_sin,dow_cos,mes_sin,mes_cos
2021-01-25,1,16.0,416.0,2021,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,18.0,15.0,17.0,,17.285714285714285,3.199702367110926,18.928571428571427,4.214704765904283,,,0.0,1.0,0.0,1.0
2021-01-26,1,22.0,572.0,2021,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,16.0,17.0,23.0,,17.428571428571427,3.1014589500826295,18.857142857142858,4.258153136263203,,,0.7818314824680298,0.6234898018587336,0.0,1.0
2021-01-27,1,14.0,364.0,2021,1,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,22.0,17.0,24.0,,18.142857142857142,3.5321651258386146,18.785714285714285,4.191173351930707,,,0.9749279121818236,-0.22252093395631434,0.0,1.0
2021-01-28,1,18.0,468.0,2021,1,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,14.0,12.0,21.0,,17.714285714285715,3.8606685826112996,18.071428571428573,4.0849495941581955,,,0.43388373911755823,-0.900968867902419,0.0,1.0
2021-01-29,1,17.0,442.0,2021,1,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,18.0,21.0,13.0,30.0,18.571428571428573,2.9358214555806463,17.857142857142858,3.997251803179529,18.75,4.758034141206733,-0.433883739117558,-0.9009688679024191,0.0,1.0
2021-01-30,1,24.0,624.0,2021,1,30,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,17.0,21.0,27.0,18.0,18.0,2.768874620972699,18.142857142857142,3.7592377062202584,18.285714285714285,4.223892735530797,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2021-01-31,1,27.0,702.0,2021,1,31,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,24.0,18.0,19.0,25.0,18.428571428571427,3.4572215654165115,17.928571428571427,3.26906916213365,18.5,4.358898943540674,-0.7818314824680299,0.6234898018587334,0.0,1.0
2021-02-01,1,14.0,364.0,2021,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,27.0,16.0,15.0,20.0,19.714285714285715,4.715728494951261,18.5,4.071476768559917,18.571428571428573,4.483951394230329,0.0,1.0,0.49999999999999994,0.8660254037844387
2021-02-02,1,19.0,494.0,2021,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,14.0,22.0,17.0,20.0,19.428571428571427,5.028490259085159,18.428571428571427,4.1456981543297635,18.357142857142858,4.555942685835036,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2021-02-03,1,18.0,468.0,2021,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,19.0,14.0,17.0,21.0,19.0,4.898979485566361,18.571428571428573,4.1271015292777875,18.321428571428573,4.546496994460123,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2021-02-04,1,20.0,520.0,2021,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,18.0,18.0,12.0,8.0,19.571428571428573,4.429339411136571,18.642857142857142,4.106414173294918,18.214285714285715,4.516284468102668,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2021-02-05,1,11.0,286.0,2021,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,20.0,17.0,21.0,15.0,19.857142857142858,4.375255094603878,19.214285714285715,3.641186861209101,18.642857142857142,4.0571316789472665,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2021-02-06,1,20.0,520.0,2021,2,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,11.0,24.0,21.0,13.0,19.0,5.477225575051666,18.5,4.201648028315339,18.5,4.255715111601235,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2021-02-07,1,23.0,598.0,2021,2,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,20.0,27.0,18.0,20.0,18.428571428571427,5.06152621439894,18.428571428571427,4.164211731007366,18.75,4.124228322881659,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
2021-02-08,1,15.0,390.0,2021,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,23.0,14.0,16.0,17.0,17.857142857142858,4.059087394500214,18.785714285714285,4.3355164971088875,18.857142857142858,4.196244226503698,0.0,1.0,0.49999999999999994,0.8660254037844387
2021-02-09,1,19.0,494.0,2021,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,15.0,19.0,22.0,23.0,18.0,3.91578004149025,18.714285714285715,4.3928013040317815,18.785714285714285,4.245757297167966,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2021-02-10,1,25.0,650.0,2021,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,19.0,18.0,14.0,24.0,18.0,3.91578004149025,18.5,4.29221119273935,18.642857142857142,4.165237850256136,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2021-02-11,1,17.0,442.0,2021,2,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,25.0,20.0,18.0,21.0,19.0,4.725815626252612,19.285714285714285,4.410277706737919,18.678571428571427,4.2168407643336545,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2021-02-12,1,18.0,468.0,2021,2,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,17.0,11.0,17.0,13.0,18.571428571428573,4.755948656056714,19.214285714285715,4.440695916157764,18.535714285714285,4.203016049855618,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2021-02-13,1,16.0,416.0,2021,2,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,18.0,20.0,24.0,27.0,19.571428571428573,3.457221565416509,19.285714285714285,4.410277706737919,18.714285714285715,4.062996001466961,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2021-02-14,1,27.0,702.0,2021,2,14,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,16.0,23.0,27.0,19.0,19.0,3.696845502136477,18.714285714285715,4.268463449507357,18.321428571428573,3.7520717381257964,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
2021-02-15,1,17.0,442.0,2021,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,27.0,15.0,14.0,15.0,19.571428571428573,4.613644360558615,18.714285714285715,4.268463449507357,18.607142857142858,4.094615124266629,0.0,1.0,0.49999999999999994,0.8660254037844387
2021-02-16,1,18.0,468.0,2021,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,17.0,19.0,19.0,17.0,19.857142857142858,4.336994790119515,18.928571428571427,4.084949594158196,18.678571428571427,4.046521793384861,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2021-02-17,1,23.0,598.0,2021,2,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,18.0,25.0,18.0,17.0,19.714285714285715,4.386125310350271,18.857142857142858,4.092340741831351,18.714285714285715,4.035556254807297,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2021-02-18,1,25.0,650.0,2021,2,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,23.0,17.0,20.0,12.0,19.428571428571427,4.0355562548072985,19.214285714285715,4.2277211797405,18.928571428571427,4.09994192757944,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2021-02-19,1,19.0,494.0,2021,2,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,25.0,18.0,11.0,21.0,20.571428571428573,4.353433237386435,19.571428571428573,4.501525992786923,19.392857142857142,4.02160172360223,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2021-02-20,1,29.0,754.0,2021,2,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,19.0,16.0,20.0,21.0,20.714285714285715,4.270608298368654,20.142857142857142,3.779644730092276,19.321428571428573,4.00974342421586,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2021-02-21,1,19.0,494.0,2021,2,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,29.0,27.0,23.0,18.0,22.571428571428573,4.68533680244877,20.785714285714285,4.457984564085703,19.607142857142858,4.399825633870689,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
2021-02-22,1,11.0,286.0,2021,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,19.0,17.0,15.0,16.0,21.428571428571427,4.391550328268393,20.5,4.4332658564365595,19.642857142857142,4.390345348048633,0.0,1.0,0.49999999999999994,0.8660254037844387
2021-02-23,1,18.0,468.0,2021,2,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,11.0,18.0,19.0,22.0,20.571428571428573,5.769377287516761,20.214285714285715,4.9174504248969,19.464285714285715,4.638663144397939,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2021-02-24,1,23.0,598.0,2021,2,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,18.0,23.0,25.0,14.0,20.571428571428573,5.769377287516761,20.142857142857142,4.943638380743526,19.321428571428573,4.619231709635445,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2021-02-25,1,19.0,494.0,2021,2,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,23.0,25.0,17.0,18.0,20.571428571428573,5.769377287516761,20.0,4.819830830098631,19.642857142857142,4.547806029564112,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2021-02-26,1,27.0,702.0,2021,2,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,19.0,19.0,18.0,17.0,19.714285714285715,5.437961803049794,20.142857142857142,4.7532522122654735,19.678571428571427,4.538343403331314,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2021-02-27,1,20.0,520.0,2021,2,27,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,27.0,29.0,16.0,24.0,20.857142857142858,6.067085281214018,20.785714285714285,5.041040360093136,20.035714285714285,4.709974780597285,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2021-02-28,1,31.0,806.0,2021,2,28,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,20.0,19.0,27.0,27.0,19.571428571428573,4.894116973712515,21.071428571428573,4.859000937424291,19.892857142857142,4.645501892227345,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
2021-03-01,1,18.0,468.0,2021,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,31.0,11.0,17.0,14.0,21.285714285714285,6.499084184567483,21.357142857142858,5.329268139350743,20.035714285714285,4.925234665265862,0.0,1.0,0.8660254037844386,0.5000000000000001
2021-03-02,1,18.0,468.0,2021,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,18.0,18.0,18.0,19.0,22.285714285714285,5.023753102820157,21.428571428571427,5.27277894493955,20.178571428571427,4.800104716670805,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
2021-03-03,1,16.0,416.0,2021,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,18.0,23.0,23.0,18.0,22.285714285714285,5.023753102820157,21.428571428571427,5.27277894493955,20.142857142857142,4.812901532757675,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2021-03-04,1,18.0,468.0,2021,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,16.0,19.0,25.0,20.0,21.285714285714285,5.529143565818174,20.928571428571427,5.441497046759296,20.071428571428573,4.860487488342979,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
2021-03-05,1,22.0,572.0,2021,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,18.0,27.0,19.0,11.0,21.142857142857142,5.610364558225288,20.428571428571427,5.359596507692977,20.0,4.8762462794426,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2021-03-06,1,17.0,442.0,2021,3,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,22.0,20.0,29.0,20.0,20.428571428571427,5.028490259085152,20.642857142857142,5.358058529802679,20.392857142857142,4.556958746343117,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
2021-03-07,1,21.0,546.0,2021,3,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,17.0,31.0,19.0,23.0,20.0,5.19615242270663,19.785714285714285,4.854475673637071,20.285714285714285,4.601587027820205,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2021-03-08,1,22.0,572.0,2021,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,21.0,18.0,11.0,15.0,18.571428571428573,2.1491969707422447,19.928571428571427,4.859000937424291,20.214285714285715,4.5733296311707,0.0,1.0,0.8660254037844386,0.5000000000000001
2021-03-09,1,14.0,364.0,2021,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,22.0,18.0,18.0,19.0,19.142857142857142,2.4784787961282118,20.714285714285715,4.140393356054128,20.464285714285715,4.467845141859801,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
2021-03-10,1,21.0,546.0,2021,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,14.0,16.0,23.0,25.0,18.571428571428573,3.1547394428670295,20.428571428571427,4.467218816673746,20.285714285714285,4.625670264602246,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2021-03-11,1,13.0,338.0,2021,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,21.0,18.0,19.0,17.0,19.285714285714285,3.0394235042348474,20.285714285714285,4.4102777067379195,20.142857142857142,4.535573676110728,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
2021-03-12,1,23.0,598.0,2021,3,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,13.0,22.0,27.0,18.0,18.571428571428573,3.866830866792725,19.857142857142858,4.817550332771962,20.0,4.69830544708133,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2021-03-13,1,21.0,546.0,2021,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,23.0,17.0,20.0,16.0,18.714285714285715,4.029651999626674,19.571428571428573,4.467218816673746,20.178571428571427,4.71446608601552,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
2021-03-14,1,20.0,520.0,2021,3,14,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,21.0,21.0,31.0,27.0,19.285714285714285,4.029651999626672,19.642857142857142,4.4825669647431505,20.357142857142858,4.644505202002533,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2021-03-15,1,25.0,650.0,2021,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,20.0,22.0,18.0,17.0,19.142857142857142,3.9761191895520205,18.857142857142858,3.0848798220487534,20.107142857142858,4.458361148110833,0.0,1.0,0.8660254037844386,0.5000000000000001
2021-03-16,1,25.0,650.0,2021,3,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,25.0,14.0,18.0,18.0,19.571428571428573,4.46680881081572,19.357142857142858,3.4775575614799856,20.392857142857142,4.507929521568475,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
2021-03-17,1,27.0,702.0,2021,3,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,25.0,21.0,16.0,23.0,21.142857142857142,4.099941927579433,19.857142857142858,3.7592377062202598,20.642857142857142,4.564064836380816,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2021-03-18,1,16.0,416.0,2021,3,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,27.0,13.0,18.0,25.0,22.0,4.654746681256305,20.642857142857142,4.0307881049805605,20.785714285714285,4.7011199836346576,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
2021-03-19,1,22.0,572.0,2021,3,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,16.0,23.0,22.0,19.0,22.428571428571427,3.735288603626346,20.5,4.164871408117408,20.464285714285715,4.709974780597286,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2021-03-20,1,20.0,520.0,2021,3,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,22.0,21.0,17.0,29.0,22.285714285714285,3.7289089429432054,20.5,4.164871408117408,20.571428571428573,4.7095535011181475,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
2021-03-21,1,20.0,520.0,2021,3,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,20.0,20.0,21.0,19.0,22.142857142857142,3.8047589248453564,20.714285714285715,4.046433784658586,20.25,4.4106352947964,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2021-03-22,1,24.0,624.0,2021,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,20.0,25.0,22.0,11.0,22.142857142857142,3.8047589248453564,20.642857142857142,4.049827021132994,20.285714285714285,4.40418271610357,0.0,1.0,0.8660254037844386,0.5000000000000001
2021-03-23,1,18.0,468.0,2021,3,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,24.0,25.0,14.0,18.0,22.0,3.696845502136462,20.785714285714285,4.135746075908872,20.75,4.060879306349889,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
2021-03-24,1,19.0,494.0,2021,3,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,18.0,27.0,21.0,23.0,21.0,3.6968455021364677,21.071428571428573,3.7511902872859704,20.75,4.060879306349889,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2021-03-25,1,14.0,364.0,2021,3,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,19.0,16.0,13.0,19.0,19.857142857142858,2.60950643025148,20.928571428571427,3.7919811285291103,20.607142857142858,4.049136036922279,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
2021-03-26,1,19.0,494.0,2021,3,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,14.0,22.0,23.0,27.0,19.571428571428573,3.15473944286703,21.0,3.6374124361652007,20.428571428571427,4.2289003161103125,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2021-03-27,1,12.0,312.0,2021,3,27,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,19.0,20.0,21.0,20.0,19.142857142857142,2.968084198523326,20.714285714285715,3.625307868699867,20.142857142857142,4.034244944860476,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
2021-03-28,1,18.0,468.0,2021,3,28,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,12.0,20.0,20.0,31.0,18.0,3.958114029012652,20.071428571428573,4.304993267470585,19.857142857142858,4.318043844786975,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2021-03-29,1,26.0,676.0,2021,3,29,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,18.0,24.0,25.0,18.0,17.714285714285715,3.86066858261131,19.928571428571427,4.340582834212402,19.392857142857142,3.7351115379675406,0.0,1.0,0.8660254037844386,0.5000000000000001
2021-03-30,1,27.0,702.0,2021,3,30,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,26.0,18.0,25.0,18.0,18.0,4.434711565216702,20.0,4.437601569801836,19.678571428571427,3.9257324999770042,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
2021-03-31,1,17.0,442.0,2021,3,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,27.0,19.0,27.0,16.0,19.285714285714285,5.589105048046179,20.142857142857142,4.638586370488701,20.0,4.14550180137281,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2021-04-01,1,19.0,494.0,2021,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,17.0,14.0,16.0,18.0,19.0,5.656854249492385,19.428571428571427,4.255571654888463,20.035714285714285,4.113952257209994,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2021-04-02,1,24.0,624.0,2021,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,19.0,19.0,22.0,22.0,19.714285714285715,5.219012860502957,19.642857142857142,4.143709650823727,20.071428571428573,4.099941927579443,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
